variant,disc,model,h,n_test,n_days,cov_firm,cov_obs,qlike_Rfirm,qlike_Ufirm,rel_firm_pct,g_text_firm,dmclu_firm,pclu_firm,qlike_R_a2,rel_zerotext_pct,dmclu_zerotext,pclu_zerotext,pclu_firm_holm,survives_raw,survives_holm,lf_flip_neg,zerotext_beats
ebshrink,long_form,D4_llmfused,20,7097,765,0.6287069988137604,0.9147794994040525,0.07142746050763932,0.0713592156320786,0.09554431177546527,0.015462389538907353,-2.89379201987342,0.003914560929817708,0.07117849804596708,-0.34977200770863914,-3.6890048406226974,0.00024109898343194696,0.11743682789453125,True,False,False,True
valmean,event_driven,B1_bow_ridge,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12368632809958795,0.46147629288483344,0.08067393902947052,-3.5003178750106065,0.0004853068873740233,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,0.018441661720212884,True,True,False,True
trainmean,event_driven,B1_bow_ridge,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.1241003432884201,0.3025757754384818,0.12734868320308398,-1.6525654275655632,0.09873482252189843,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,1.0,False,False,False,True
pit252,event_driven,B1_bow_ridge,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.12532408507667697,1.0699666469838858,0.22965047477292672,-2.176191271353794,0.02977560424583263,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,1.0,True,False,False,True
ebshrink,event_driven,B1_bow_ridge,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12351496295098768,0.45413868272412583,0.08360963390750063,-3.342963103509995,0.0008597783581416982,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,0.030092242534959436,True,True,False,True
valmean,event_driven,B1_bow_ridge,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08762881583195245,0.25039343855457985,0.03728744828240468,-4.714815232314584,2.7658425929288082e-06,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,0.00015765302779694208,True,True,False,False
trainmean,event_driven,B1_bow_ridge,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08719495024136992,0.2138641761998969,0.09241592691671142,-2.2422950072730763,0.025163033145523015,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,0.8807061600933055,True,False,False,True
pit252,event_driven,B1_bow_ridge,10,22785,991,0.995260663507109,0.9970561791235245,0.08933945103345667,0.08904982048199517,0.3241911027112053,0.23795635350700128,-0.32130824315565715,0.7480446303663212,0.08918809567298613,-0.16970354544342817,4.252817867082873,2.3109088355101737e-05,1.0,False,False,False,False
ebshrink,event_driven,B1_bow_ridge,10,22785,991,0.6303317535545023,0.9185301197830563,0.08760468279518543,0.08738363164141438,0.25232801114965037,0.03985503149208783,-4.484872307905902,8.149637631784991e-06,0.08918809567298613,1.7753634785592736,-2.1985795499421887,0.02813859294962237,0.00043193079448460454,True,True,False,True
valmean,event_driven,B1_bow_ridge,20,22318,981,0.6303317535545023,0.9185301197830563,0.06497971374729435,0.0651050928998426,-0.1929512232630929,-0.019808380049654132,5.504606871801213,4.724853536562037e-08,0.06506059639027542,0.12431893875655434,-0.17254728023371643,0.8630429216585929,2.929409192668463e-06,False,False,False,False
trainmean,event_driven,B1_bow_ridge,20,22318,981,0.8578199052132701,0.8580005220569042,0.06349551467298158,0.06339910558062592,0.15183606724378634,0.03800388911656297,-3.37741075903172,0.0007604965714680447,0.06506059639027542,2.405575423725715,-1.709321354079378,0.0877080263600531,0.03650383543046615,True,True,False,False
pit252,event_driven,B1_bow_ridge,20,22318,981,0.995260663507109,0.9970561791235245,0.06748274951652176,0.06793329211030079,-0.667641133485111,0.26115189836189245,1.2197024808574848,0.22287113334187553,0.06506059639027542,-3.722918725977712,6.453831594939459,1.7120943953793294e-10,1.0,False,False,False,False
ebshrink,event_driven,B1_bow_ridge,20,22318,981,0.6303317535545023,0.9185301197830563,0.06468535487343872,0.06480825528584731,-0.1899972762753665,-0.019878301111275098,5.48106201711529,5.377452380963017e-08,0.06506059639027542,0.5767569583680976,-0.5212202357489073,0.6023311162077395,3.3340204761970706e-06,False,False,False,False
valmean,event_driven,B2_tfidf_ridge,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12370865787331765,0.4435060552205759,0.08716346361963923,-3.0628687169012365,0.002251214069209449,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,0.07203885021470237,True,False,False,True
trainmean,event_driven,B2_tfidf_ridge,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.12421404239800513,0.21123430077463687,0.14150742761294832,-0.6046173652297749,0.5455711114674924,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,1.0,False,False,False,True
pit252,event_driven,B2_tfidf_ridge,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.125490771186059,0.9383856954807526,0.26031639418331304,-1.454271973362476,0.14618627639212667,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,1.0,False,False,False,True
ebshrink,event_driven,B2_tfidf_ridge,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12353594198499233,0.4372308040371844,0.09061231127671542,-2.8702383787260954,0.004188504592576766,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,0.12146663318472622,True,False,False,True
valmean,event_driven,B2_tfidf_ridge,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08760174887876292,0.2812042843458857,0.03950432543158081,-4.279509994508872,2.0549043820443807e-05,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,0.001068550278663078,True,True,False,False
trainmean,event_driven,B2_tfidf_ridge,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08717759110622354,0.23373001719991857,0.0925856031076796,-1.3989684785153267,0.16213564404575065,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,1.0,False,False,False,True
pit252,event_driven,B2_tfidf_ridge,10,22785,991,0.995260663507109,0.9970561791235245,0.08933945103345667,0.08887032712145464,0.5251027475267891,0.2509908365230873,-0.2463569375902697,0.8054570074976171,0.08918809567298613,-0.16970354544342817,4.252817867082873,2.3109088355101737e-05,1.0,False,False,False,False
ebshrink,event_driven,B2_tfidf_ridge,10,22785,991,0.6303317535545023,0.9185301197830563,0.08760468279518543,0.08734928971220199,0.29152903113699985,0.04279754087270555,-4.0690004301365414,5.09733585027871e-05,0.08918809567298613,1.7753634785592736,-2.1985795499421887,0.02813859294962237,0.0022938011326254196,True,True,False,True
valmean,event_driven,B2_tfidf_ridge,20,22318,981,0.6303317535545023,0.9185301197830563,0.06497971374729435,0.06500902613287725,-0.04511005649686018,-0.0043715467411267975,5.0766716391830045,4.5954202501532165e-07,0.06506059639027542,0.12431893875655434,-0.17254728023371643,0.8630429216585929,2.803206352593462e-05,False,False,False,False
trainmean,event_driven,B2_tfidf_ridge,20,22318,981,0.8578199052132701,0.8580005220569042,0.06349551467298158,0.0633354165406519,0.2521408530259491,0.05896371682095959,-2.2647735120334924,0.023744286278354895,0.06506059639027542,2.405575423725715,-1.709321354079378,0.0877080263600531,0.8547943060207762,True,False,False,False
pit252,event_driven,B2_tfidf_ridge,20,22318,981,0.995260663507109,0.9970561791235245,0.06748274951652176,0.06766487193417495,-0.26987996037208556,0.2904628401963126,0.8321819949857914,0.4055089613920202,0.06506059639027542,-3.722918725977712,6.453831594939459,1.7120943953793294e-10,1.0,False,False,False,False
ebshrink,event_driven,B2_tfidf_ridge,20,22318,981,0.6303317535545023,0.9185301197830563,0.06468535487343872,0.06470674643248528,-0.03307017343942641,-0.0032385385271892276,4.987724404640797,7.224207680988877e-07,0.06506059639027542,0.5767569583680976,-0.5212202357489073,0.6023311162077395,4.334524608593326e-05,False,False,False,False
valmean,event_driven,B3_lm_linear,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12412248616115763,0.11047121238274518,0.2756125974125354,-3.000336737869756,0.002764017711626076,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,0.08568454906040836,True,False,False,True
trainmean,event_driven,B3_lm_linear,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.12433675299882557,0.11265334199022635,0.4001629651583388,-1.9190637500635717,0.055262072125118855,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,1.0,False,False,False,True
pit252,event_driven,B3_lm_linear,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.1264138281702485,0.2097304000782035,0.5953365194497245,-2.1765407229563056,0.02974941673526145,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,1.0,True,False,False,True
ebshrink,event_driven,B3_lm_linear,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12394692630585294,0.1060013948181659,0.27617623164744365,-2.8453269352558057,0.004527620535729395,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,0.12677337500042307,True,False,False,True
valmean,event_driven,B3_lm_linear,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08775394819765747,0.10795280268982467,0.27944993971535165,-1.9136186233308208,0.0559570497471839,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,1.0,False,False,False,False
trainmean,event_driven,B3_lm_linear,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08730857295373781,0.08383403824321552,0.424571514273224,-0.8985134161082622,0.3691303680422403,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,1.0,False,False,False,True
pit252,event_driven,B3_lm_linear,10,22785,991,0.995260663507109,0.9970561791235245,0.08933945103345667,0.08919953067869474,0.15661653742368664,0.6539014310268664,-0.8904032632497605,0.37346571689533975,0.08918809567298613,-0.16970354544342817,4.252817867082873,2.3109088355101737e-05,1.0,False,False,False,False
ebshrink,event_driven,B3_lm_linear,10,22785,991,0.6303317535545023,0.9185301197830563,0.08760468279518543,0.08751705538893004,0.10002593863648239,0.2739121806298299,-1.8107333713610847,0.07048516835892281,0.08918809567298613,1.7753634785592736,-2.1985795499421887,0.02813859294962237,1.0,False,False,False,True
valmean,event_driven,B3_lm_linear,20,22318,981,0.6303317535545023,0.9185301197830563,0.06497971374729435,0.06486949572479452,0.16961912594516454,0.2804774515463737,-2.1174258238559203,0.03447508162638817,0.06506059639027542,0.12431893875655434,-0.17254728023371643,0.8630429216585929,0.7929268774069279,True,False,False,False
trainmean,event_driven,B3_lm_linear,20,22318,981,0.8578199052132701,0.8580005220569042,0.06349551467298158,0.06340151173068798,0.14804658687741912,0.4453518316662663,-1.0273300028711205,0.304518594804374,0.06506059639027542,2.405575423725715,-1.709321354079378,0.0877080263600531,1.0,False,False,False,False
pit252,event_driven,B3_lm_linear,20,22318,981,0.995260663507109,0.9970561791235245,0.06748274951652176,0.06736718252802784,0.17125411949261032,0.7132564310861317,-0.5725456620205783,0.5670836840036851,0.06506059639027542,-3.722918725977712,6.453831594939459,1.7120943953793294e-10,1.0,False,False,False,False
ebshrink,event_driven,B3_lm_linear,20,22318,981,0.6303317535545023,0.9185301197830563,0.06468535487343872,0.06458441986979487,0.15603996274171425,0.2709577573152652,-2.0281394959625536,0.04281609451164439,0.06506059639027542,0.5767569583680976,-0.5212202357489073,0.6023311162077395,0.9419540792561767,True,False,False,False
valmean,event_driven,B4_lm_features,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12398879516105618,0.21806115370844806,1.3237490038700883,-1.5580779021845501,0.11953277524542694,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,1.0,False,False,False,True
trainmean,event_driven,B4_lm_features,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.12426713800219893,0.16857934241189448,1.045006801292751,-1.279109412552088,0.2011567483276033,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,1.0,False,False,False,True
pit252,event_driven,B4_lm_features,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.12644500843528791,0.18511689774607742,1.0566139258950482,-1.2120616800246258,0.22577650556688703,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,1.0,False,False,False,True
ebshrink,event_driven,B4_lm_features,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12381469451782082,0.21257250910821637,1.314857553628806,-1.4483035285658639,0.1478472154255889,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,1.0,False,False,False,True
valmean,event_driven,B4_lm_features,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08773419783655137,0.1304350276414691,0.7079238214967809,-2.603464665906097,0.009366774972348797,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,0.2529029242534175,True,False,False,False
trainmean,event_driven,B4_lm_features,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08732065409635562,0.07000834610359342,0.36702798034842665,-2.546089492549103,0.011044276791458795,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,0.43072679486689297,True,False,False,True
pit252,event_driven,B4_lm_features,10,22785,991,0.995260663507109,0.9970561791235245,0.08933945103345667,0.08926762714541056,0.08039436913397893,0.3531087749747917,-2.796349672295865,0.005268408601961439,0.08918809567298613,-0.16970354544342817,4.252817867082873,2.3109088355101737e-05,0.23707838708826473,True,False,False,False
ebshrink,event_driven,B4_lm_features,10,22785,991,0.6303317535545023,0.9185301197830563,0.08760468279518543,0.08749331835253324,0.1271215637097378,0.6914125075348202,-2.5187647128340243,0.011933360672046117,0.08918809567298613,1.7753634785592736,-2.1985795499421887,0.02813859294962237,0.2983340168011529,True,False,False,True
valmean,event_driven,B4_lm_features,20,22318,981,0.6303317535545023,0.9185301197830563,0.06497971374729435,0.0649081122746751,0.11019050175828338,0.23795169627654372,-2.382057639690876,0.01740616681046257,0.06506059639027542,0.12431893875655434,-0.17254728023371643,0.8630429216585929,0.41774800345110163,True,False,False,False
trainmean,event_driven,B4_lm_features,20,22318,981,0.8578199052132701,0.8580005220569042,0.06349551467298158,0.06339607427973834,0.1566101066435633,0.3723043016842322,-1.8114327495537932,0.07037992871893496,0.06506059639027542,2.405575423725715,-1.709321354079378,0.0877080263600531,1.0,False,False,False,False
pit252,event_driven,B4_lm_features,20,22318,981,0.995260663507109,0.9970561791235245,0.06748274951652176,0.06734813940048637,0.1994733720836913,0.6416713032899446,-1.6120785660889518,0.10726681862069723,0.06506059639027542,-3.722918725977712,6.453831594939459,1.7120943953793294e-10,1.0,False,False,False,False
ebshrink,event_driven,B4_lm_features,20,22318,981,0.6303317535545023,0.9185301197830563,0.06468535487343872,0.06461853738710237,0.1032961579434631,0.23292548477608083,-2.2659754930939084,0.02367030567080461,0.06506059639027542,0.5767569583680976,-0.5212202357489073,0.6023311162077395,0.5680873360993106,True,False,False,False
valmean,event_driven,C2_finbert_s1,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12461068030649125,-0.28241072740480194,-0.024980517673422842,4.879995510148637,1.2349119711101502e-06,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,7.162489432438872e-05,False,False,False,True
trainmean,event_driven,C2_finbert_s1,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.1249955657450621,-0.416611381262317,-0.05798394643024596,3.5759696550740863,0.00036571267125161194,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,0.019748484247587045,False,False,False,True
pit252,event_driven,C2_finbert_s1,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.12432770689294834,1.8565012296076684,0.18819588865320228,-3.4693108145481575,0.0005441625993986387,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,0.02992894296692513,True,True,False,True
ebshrink,event_driven,C2_finbert_s1,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12427720439725623,-0.16018349725853667,-0.01436525756850382,4.842834041532629,1.4834820056710029e-06,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,8.752543833458917e-05,False,False,False,True
valmean,event_driven,C2_finbert_s1,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08892305537747605,-1.222864920999435,-0.09035412878357578,6.332910047894545,3.643919952401065e-10,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,2.3685479690606923e-08,False,False,False,False
trainmean,event_driven,C2_finbert_s1,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08815607774147455,-0.8860527227024277,-0.1298657961051584,3.2271038733899178,0.0012915393987508325,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,0.05941081234253829,False,False,False,True
pit252,event_driven,C2_finbert_s1,10,22785,991,0.995260663507109,0.9970561791235245,0.08933945103345667,0.08822746213168592,1.2446784582931023,0.19034809453891707,-2.015181124832169,0.044155566451620956,0.08918809567298613,-0.16970354544342817,4.252817867082873,2.3109088355101737e-05,1.0,True,False,False,False
ebshrink,event_driven,C2_finbert_s1,10,22785,991,0.6303317535545023,0.9185301197830563,0.08760468279518543,0.08849539850854861,-1.016744407882413,-0.07718112948556027,6.176310491675541,9.566220039613363e-10,0.08918809567298613,1.7753634785592736,-2.1985795499421887,0.02813859294962237,6.122380825352552e-08,False,False,False,True
valmean,event_driven,C2_finbert_s1,20,22318,981,0.6303317535545023,0.9185301197830563,0.06497971374729435,0.06460429976517044,0.5777402830426177,0.1742059627823466,-0.8127168803072325,0.41657778494284065,0.06506059639027542,0.12431893875655434,-0.17254728023371643,0.8630429216585929,1.0,False,False,False,False
trainmean,event_driven,C2_finbert_s1,20,22318,981,0.8578199052132701,0.8580005220569042,0.06349551467298158,0.06436881931290672,-1.3753800475874431,0.37233792006238686,1.3497660284624622,0.17740273505056772,0.06506059639027542,2.405575423725715,-1.709321354079378,0.0877080263600531,1.0,False,False,False,False
pit252,event_driven,C2_finbert_s1,20,22318,981,0.995260663507109,0.9970561791235245,0.06748274951652176,0.07077499192082429,-4.878642953776631,0.48472863589196086,3.0367861920086394,0.0024544107475313404,0.06506059639027542,-3.722918725977712,6.453831594939459,1.7120943953793294e-10,0.12272053737656702,False,False,False,False
ebshrink,event_driven,C2_finbert_s1,20,22318,981,0.6303317535545023,0.9185301197830563,0.06468535487343872,0.06431512954907032,0.5723479837016893,0.18127773477573342,-0.829976764104427,0.4067540523647649,0.06506059639027542,0.5767569583680976,-0.5212202357489073,0.6023311162077395,1.0,False,False,False,False
valmean,event_driven,C6_llmtext,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12361555042074936,0.5184357464578844,0.11361899733909296,-4.979985795000874,7.493155109194081e-07,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,4.4958930655164484e-05,True,True,False,True
trainmean,event_driven,C6_llmtext,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.12364411354011177,0.6690931399815321,0.19545460820557561,-3.6428988314924986,0.00028350033539932984,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,0.015876018782362472,True,True,False,True
pit252,event_driven,C6_llmtext,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.12531639477746243,1.0760373201296285,0.2704092014136134,-3.832013900198535,0.00013506803768786307,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,0.00796901422358392,True,True,False,True
ebshrink,event_driven,C6_llmtext,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12345965716867353,0.4987119198830311,0.10536207020973408,-5.177781248641952,2.716638521232736e-07,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,1.657149497951969e-05,True,True,False,True
valmean,event_driven,C6_llmtext,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08763472110439754,0.2436713506495467,0.0599922481741028,-4.431976212674084,1.0379432190378499e-05,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,0.0005604893382804389,True,True,False,False
trainmean,event_driven,C6_llmtext,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08694838074440636,0.4960389723997104,0.19192926967069984,-2.414314476658537,0.01594536794834736,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,0.6059239820371998,True,False,False,True
pit252,event_driven,C6_llmtext,10,22785,991,0.995260663507109,0.9970561791235245,0.08933945103345667,0.08881266791769744,0.5896422125561863,0.28712864379978614,-1.5767301980944366,0.11517708740332998,0.08918809567298613,-0.16970354544342817,4.252817867082873,2.3109088355101737e-05,1.0,False,False,False,False
ebshrink,event_driven,C6_llmtext,10,22785,991,0.6303317535545023,0.9185301197830563,0.08760468279518543,0.08743738467934659,0.19096937572387743,0.04373787187263391,-4.790470924449663,1.918238412431157e-06,0.08918809567298613,1.7753634785592736,-2.1985795499421887,0.02813859294962237,0.00010742135109614478,True,True,False,True
valmean,event_driven,C6_llmtext,20,22318,981,0.6303317535545023,0.9185301197830563,0.06497971374729435,0.06484009499538439,0.21486513845372623,0.05441618803708315,-3.5791928700599676,0.00036154751792180883,0.06506059639027542,0.12431893875655434,-0.17254728023371643,0.8630429216585929,0.014100353198950545,True,True,False,False
trainmean,event_driven,C6_llmtext,20,22318,981,0.8578199052132701,0.8580005220569042,0.06349551467298158,0.06321751120172593,0.4378316684059256,0.19658094671815168,-1.6357078596328438,0.10222185034309378,0.06506059639027542,2.405575423725715,-1.709321354079378,0.0877080263600531,1.0,False,False,False,False
pit252,event_driven,C6_llmtext,20,22318,981,0.995260663507109,0.9970561791235245,0.06748274951652176,0.06733793418851541,0.21459606943089318,0.2771889343183789,-0.37371456883909515,0.7086975166376839,0.06506059639027542,-3.722918725977712,6.453831594939459,1.7120943953793294e-10,1.0,False,False,False,False
ebshrink,event_driven,C6_llmtext,20,22318,981,0.6303317535545023,0.9185301197830563,0.06468535487343872,0.06459361350151058,0.14182711389254268,0.03189915265188635,-4.001575701678897,6.766286163372661e-05,0.06506059639027542,0.5767569583680976,-0.5212202357489073,0.6023311162077395,0.002977165911883971,True,True,False,False
valmean,event_driven,D2_gated_fusion,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12379022235523496,0.37786575170661646,0.24313648723775552,-1.3428369057333207,0.17963103046662937,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,1.0,False,False,False,True
trainmean,event_driven,D2_gated_fusion,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.12417195611307418,0.24504479711665844,0.22418928718552628,-0.5385734057788841,0.5903017055741429,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,1.0,False,False,False,True
pit252,event_driven,D2_gated_fusion,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.12613780842760258,0.4276186242718479,0.3405733290771091,-0.46397493459715594,0.6427671917949122,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,1.0,False,False,False,True
ebshrink,event_driven,D2_gated_fusion,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12364310246650585,0.35086570157044783,0.24016905079876044,-1.1587717380049785,0.24682726887542056,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,1.0,False,False,False,True
valmean,event_driven,D2_gated_fusion,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08772812881678108,0.13734351235112682,0.5585582327819919,-0.6332851064616768,0.5266937400192032,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,1.0,False,False,False,False
trainmean,event_driven,D2_gated_fusion,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08734596463564055,0.041042896798685974,0.43078055694650197,-0.2556138599243807,0.7983021123457577,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,1.0,False,False,False,True
pit252,event_driven,D2_gated_fusion,10,22785,991,0.995260663507109,0.9970561791235245,0.08933945103345667,0.08928116327875515,0.06524301865218039,0.8060810692330103,0.008448891571826293,0.9932605422394998,0.08918809567298613,-0.16970354544342817,4.252817867082873,2.3109088355101737e-05,1.0,False,False,False,False
ebshrink,event_driven,D2_gated_fusion,10,22785,991,0.6303317535545023,0.9185301197830563,0.08760468279518543,0.0874984158550934,0.1213028079109486,0.5516524975282382,-0.5444523063102502,0.5862528665453908,0.08918809567298613,1.7753634785592736,-2.1985795499421887,0.02813859294962237,1.0,False,False,False,True
valmean,event_driven,D2_gated_fusion,20,22318,981,0.6303317535545023,0.9185301197830563,0.06497971374729435,0.06796729473172544,-4.597713366435835,-1.5171664958210258,2.928236913376875,0.003487786426133455,0.06506059639027542,0.12431893875655434,-0.17254728023371643,0.8630429216585929,0.10463359278400365,False,False,False,False
trainmean,event_driven,D2_gated_fusion,20,22318,981,0.8578199052132701,0.8580005220569042,0.06349551467298158,0.06570716940191453,-3.483166866704753,-1.5787345897412999,2.350721119526888,0.01893445040782904,0.06506059639027542,2.405575423725715,-1.709321354079378,0.0877080263600531,0.7005746650896745,False,False,False,False
pit252,event_driven,D2_gated_fusion,20,22318,981,0.995260663507109,0.9970561791235245,0.06748274951652176,0.06802920058629609,-0.8097640859173073,-1.0869423776525537,0.959027517632214,0.33778142069185846,0.06506059639027542,-3.722918725977712,6.453831594939459,1.7120943953793294e-10,1.0,False,False,False,False
ebshrink,event_driven,D2_gated_fusion,20,22318,981,0.6303317535545023,0.9185301197830563,0.06468535487343872,0.06769479260518452,-4.652425170479409,-1.5010253982425543,3.0117853693287744,0.0026638090255179485,0.06506059639027542,0.5767569583680976,-0.5212202357489073,0.6023311162077395,0.08524188881657435,False,False,False,False
valmean,event_driven,D4_llmfused,5,23855,996,0.6303317535545023,0.9185301197830563,0.12425975742168523,0.12434861950197862,-0.07151316092774236,0.01382775113967177,3.194192407098731,0.0014462929490719199,0.12676625233266667,1.9772572469869705,-3.496155889116925,0.000492845911568797,0.047727667319373356,False,False,False,True
trainmean,event_driven,D4_llmfused,5,23855,996,0.8578199052132701,0.8580005220569042,0.12447698047734182,0.1244934998083619,-0.013270992722293685,0.0024650855819711897,3.1125219535374775,0.001907904511842036,0.12676625233266667,1.805900082395132,-4.271578965841765,2.1270287925633857e-05,0.08203989400920755,False,False,False,True
pit252,event_driven,D4_llmfused,5,23855,996,0.995260663507109,0.9970561791235245,0.1266795136209829,0.126685248395585,-0.004526994490419341,0.0008889416356317748,2.840217120797899,0.004600185570337523,0.12676625233266667,0.0684241350419874,-2.610618826246156,0.009173744400549915,0.2162087218058636,False,False,False,True
ebshrink,event_driven,D4_llmfused,5,23855,996,0.6303317535545023,0.9185301197830563,0.12407845119478819,0.12417506899812418,-0.07786831831444281,0.014970567242162607,3.206887718963485,0.0013845894075759928,0.12676625233266667,2.120281296022704,-3.905946122051041,0.00010019451376175015,0.047076039857583754,False,False,False,True
valmean,event_driven,D4_llmfused,10,22785,991,0.6303317535545023,0.9185301197830563,0.08784878342148988,0.08786710733893599,-0.02085847604535338,0.025821390239739124,0.9139820344370148,0.3609488243039513,0.08918809567298613,1.5016715419139834,-1.7376712074746345,0.08257972953219885,1.0,False,False,False,False
trainmean,event_driven,D4_llmfused,10,22785,991,0.8578199052132701,0.8580005220569042,0.08738182866940214,0.08738725816556786,-0.006213530030668798,0.015024328175809305,0.404513665885636,0.6859224079395914,0.08918809567298613,2.0252332892124842,-2.488735543655098,0.012983229204749274,1.0,False,False,False,True
