model,disclosure,horizon,axis,stratum,n,rel_impr_pct,dm_q_stat,dm_q_p,ci_lo,ci_hi,placebo_rel_impr_pct
B3_lm_linear,event_driven,10,vol_regime,high,8334,0.1905343417999114,-1.7588773083546798,0.07863504872645036,-2.432150860671147e-05,0.00037551446540920637,-0.026754520562044148
B3_lm_linear,event_driven,10,vol_regime,low,8335,0.1612968081296313,-1.332836158774533,0.18262201259398164,-5.3416862792355754e-05,0.0003293412041752565,0.023961888595889175
B3_lm_linear,event_driven,10,vol_regime,mid,8332,0.24937806048277186,-2.1289865948015927,0.033284617008104235,2.3616628596895668e-05,0.0004105911814932456,0.07443103523112422
B3_lm_linear,event_driven,10,period,<=2022,6239,0.10504760473360324,-0.6884866260078578,0.4911719922686946,-0.00015574078442845456,0.00031679676215135114,0.07421282499715266
B3_lm_linear,event_driven,10,period,2023,6233,-0.027915483032904493,0.20583856009665014,0.836923742942142,-0.00024003935062487166,0.0001871253468930339,0.05857915128562989
B3_lm_linear,event_driven,10,period,2024-2025,12529,0.3352495338079914,-3.8925493415129426,9.971040420131136e-05,0.00016774732731954643,0.0004886452305523505,-0.014851660114987116
B3_lm_linear,event_driven,10,form,Other,12022,0.0034345637166235854,-0.030801377600646086,0.9754284531175121,-0.00018884143175402007,0.00018939515117257896,0.0356218745504999
B3_lm_linear,event_driven,10,form,"8.01,9.01",3386,0.4340128412793993,-2.868796095841721,0.004145886830648876,0.00012963038138777433,0.0006734315431133499,-0.006353636445911093
B3_lm_linear,event_driven,10,form,"7.01,9.01",2008,0.20757535445974226,-0.8530476032952481,0.3937346969321929,-0.00023199048328591322,0.0006533360754084223,0.011224374396375022
B3_lm_linear,event_driven,10,form,5.02,1654,0.14058062518455075,-1.1107272269338937,0.2668473171278686,-9.664077087811711e-05,0.0003963344969673547,-0.009940330969725667
B3_lm_linear,event_driven,10,form,"2.02,9.01",5931,0.5615643477711868,-5.503506857221014,3.879149040560098e-08,0.0002644505035894696,0.000541707110827631,0.02374715347221391
B3_lm_linear,event_driven,20,all,ALL,24732,0.25951126075034736,-2.644572564712411,0.008184582347523478,4.86359535148396e-05,0.00029449661529813936,-0.014856989347529452
B3_lm_linear,event_driven,20,vol_regime,high,8244,0.166600645634261,-1.128300159460163,0.2592260140221714,-0.00010304821395688241,0.0003388360282762721,-0.01574417350127999
B3_lm_linear,event_driven,20,vol_regime,low,8245,0.3960138771088915,-1.7566204746607867,0.0790196430266564,-1.17117247043325e-05,0.0005023047596418133,-0.012288018995343142
B3_lm_linear,event_driven,20,vol_regime,mid,8243,0.24631136275997814,-1.6259046514494442,0.10400817187944994,-3.088281159186702e-05,0.0003469116125598021,-0.01611185153632847
B3_lm_linear,event_driven,20,period,<=2022,6226,-0.1081246342211303,0.5357582916805664,0.5921447519371388,-0.00026007128273115957,0.00014314254165043668,0.013538354614283044
B3_lm_linear,event_driven,20,period,2023,6226,-0.16852035063179563,0.9573424534674555,0.33843161193464694,-0.0003192921149614859,0.00010569266863663439,-0.036449305465666514
B3_lm_linear,event_driven,20,period,2024-2025,12280,0.5764121034988875,-4.124584320982299,3.7385142527413e-05,0.0002344769911823841,0.0006278868009798924,-0.016210414529751856
B3_lm_linear,event_driven,20,form,Other,11877,-0.061579230035577186,0.3388718491064615,0.7347122633895011,-0.0002726837784056389,0.00021671771664403164,-0.012104101488717508
B3_lm_linear,event_driven,20,form,"8.01,9.01",3332,0.9250981380507263,-4.600588521692289,4.370009533792351e-06,0.0003483901954554155,0.0008957559307803675,-0.02697346151075782
B3_lm_linear,event_driven,20,form,"7.01,9.01",1977,0.2862313885678949,-0.9761841987212546,0.32909268212821136,-0.0001835967495608683,0.0006048423316326381,-0.0001847103086723015
B3_lm_linear,event_driven,20,form,5.02,1629,0.1949024154543524,-1.0324493814758469,0.30201499679760396,-9.463798073903544e-05,0.00040014255364011317,0.0029393807656559467
B3_lm_linear,event_driven,20,form,"2.02,9.01",5917,0.6312235566384461,-5.471609277762923,4.642789201063772e-08,0.00020741049474316058,0.0004446940080842485,-0.0266028889461979
B4_lm_features,event_driven,5,all,ALL,25109,0.1842237215472996,-3.945214726212784,7.994522179745076e-05,0.00011439271836905531,0.00035075984848020615,0.0016486774918298892
B4_lm_features,event_driven,5,vol_regime,high,8370,0.3151213541285901,-4.027910092024902,5.677233670262423e-05,0.00020493187315242096,0.0005882664766938125,-0.0006209925915732236
B4_lm_features,event_driven,5,vol_regime,low,8370,0.0965255074867489,-1.1599791033788702,0.24609040473616922,-9.618756581185781e-05,0.0003222431534560279,-0.0006401377110948339
B4_lm_features,event_driven,5,vol_regime,mid,8369,0.1438716580784097,-1.729384173521643,0.08377723877964825,-2.7929700252701344e-05,0.000367477389512728,0.006376706057331141
B4_lm_features,event_driven,5,period,<=2022,6247,0.4592511996639437,-4.75532328948132,2.025758303199645e-06,0.000298126435218483,0.0006965821686527569,0.0016290020425646751
B4_lm_features,event_driven,5,period,2023,6237,0.03355806887810462,-0.3673592608717204,0.7133635215569207,-0.00016648116752935587,0.00025263273915555195,0.00016045884844061875
B4_lm_features,event_driven,5,period,2024-2025,12625,0.14112342567655112,-2.1582667010709695,0.03092589504368966,1.6481200382187514e-05,0.000366060934188027,0.0023279382593359467
B4_lm_features,event_driven,5,form,Other,12077,-0.22012805313428152,2.9929142049216844,0.0027688631419583677,-0.0004802254339741202,-0.00010673655927319422,0.00046783149210943647
B4_lm_features,event_driven,5,form,"8.01,9.01",3405,0.015313283400940738,-0.12649339339208893,0.8993488490581125,-0.00029585359019729154,0.0003237832144149275,-0.004556764397750411
B4_lm_features,event_driven,5,form,"7.01,9.01",2020,0.18895948003883398,-1.2338325277483093,0.21740892227301656,-0.00012067859715811221,0.0006540210490718119,-0.00207921903845692
B4_lm_features,event_driven,5,form,5.02,1661,0.31586540075225383,-2.0357264592842275,0.04193634079896391,2.6378154452175198e-05,0.0008856444147906374,-0.006148147203434532
B4_lm_features,event_driven,5,form,"2.02,9.01",5946,1.2097183014290949,-12.025500689848643,6.276135572432011e-33,0.0011278768446124333,0.0015626738630967012,0.012864840994747653
B4_lm_features,event_driven,10,all,ALL,25001,0.08201157078130653,-3.7672314730453915,0.00016544651621670445,3.447730449057275e-05,0.0001100254396312364,0.011379424843372307
B4_lm_features,event_driven,10,vol_regime,high,8334,0.1584914619907327,-4.430753590792526,9.510450549661607e-06,8.12263861603633e-05,0.00021652832496451546,0.026222281042805683
B4_lm_features,event_driven,10,vol_regime,low,8335,-0.0184888475866099,0.45043273321111055,0.652410164016555,-8.074507195074776e-05,5.0024412401755893e-05,-0.0011666450910983225
B4_lm_features,event_driven,10,vol_regime,mid,8332,0.09513556179790654,-2.519127319105556,0.01178317175090405,1.9102133429065598e-05,0.00014125413478711097,0.007035899852668721
B4_lm_features,event_driven,10,period,<=2022,6239,0.20514609937926448,-4.000260140379913,6.400469265746763e-05,8.16453413880309e-05,0.00023477047327901163,0.07941550812179729
B4_lm_features,event_driven,10,period,2023,6233,-0.005206512123850078,0.12893958790713195,0.897409612330427,-6.57405847938236e-05,6.106369095744955e-05,0.022212461395087323
B4_lm_features,event_driven,10,period,2024-2025,12529,0.06998937277390915,-2.386403160846396,0.017028841825756973,1.0613475154637709e-05,0.00012066797999639494,-0.020412464772865062
B4_lm_features,event_driven,10,form,Other,12022,0.013494150402704273,-0.3910657513970398,0.6957555659743607,-4.871015964758859e-05,7.78620683159243e-05,0.025639277793766686
B4_lm_features,event_driven,10,form,"8.01,9.01",3386,0.02968778556785443,-0.5681590069018101,0.5699646889024205,-6.453876620973627e-05,0.00012364852152925448,-0.043563724861638335
B4_lm_features,event_driven,10,form,"7.01,9.01",2008,0.023757880805125028,-0.28130190460648996,0.7785078475807334,-0.0001404817402918847,0.0001818537434690891,0.027822991963078633
B4_lm_features,event_driven,10,form,5.02,1654,0.1589724487369415,-2.1178530953000076,0.03433642680620841,1.597300103985406e-05,0.00030615605813290444,-0.06456111815104171
B4_lm_features,event_driven,10,form,"2.02,9.01",5931,0.29526815361879905,-5.121685860221619,3.1238121998153704e-07,0.00013065977374923386,0.00029072453863846366,0.03754822342957943
B4_lm_features,event_driven,20,all,ALL,24732,0.24703499483072414,-3.1096163940183223,0.0018754321752823258,6.165354892316032e-05,0.00026832443795733637,-0.029253504254259946
B4_lm_features,event_driven,20,vol_regime,high,8244,0.2687669120505005,-2.5934281586259873,0.009519237491537583,3.797345191020393e-05,0.00034658940001214907,-0.02936720410056828
B4_lm_features,event_driven,20,vol_regime,low,8245,0.20163216114222016,-0.9968597964321271,0.3188618265008091,-8.391781049082845e-05,0.00036882171816321984,-0.027609783683453317
B4_lm_features,event_driven,20,vol_regime,mid,8243,0.2621414831804758,-2.091689607408748,0.03649682024088478,1.621704234116057e-05,0.0003269824179825782,-0.03058680688726315
B4_lm_features,event_driven,20,period,<=2022,6226,0.05905391277959929,-0.4372030738491412,0.6619792467448533,-0.00010153340528467961,0.00016091058817556308,-0.02480714022028783
B4_lm_features,event_driven,20,period,2023,6226,0.00018908841379390183,-0.0015171939112193268,0.9987895034822837,-0.00015095992423681663,0.0001486301093039695,-0.04026890581448566
B4_lm_features,event_driven,20,period,2024-2025,12280,0.4209135428738478,-3.4455316008475014,0.0005718434819314844,0.00015149539498982164,0.0004972270482335028,-0.026235386842482222
B4_lm_features,event_driven,20,form,Other,11877,0.22978670038241442,-1.600599272650967,0.10949230203831566,-1.823209159102814e-05,0.00036307007491589484,-0.024307851959056617
B4_lm_features,event_driven,20,form,"8.01,9.01",3332,0.5449204450645937,-3.7743979833257977,0.000163189447945838,0.00016967973984621492,0.0005556829316418826,-0.03736622491590043
B4_lm_features,event_driven,20,form,"7.01,9.01",1977,-0.027431284557613192,0.09160514441366133,0.927021049211082,-0.00040565268537449376,0.00040335413984345287,-0.03691847629514562
B4_lm_features,event_driven,20,form,5.02,1629,0.1690789558620155,-1.279382806391135,0.20094459314928703,-5.3001788698697344e-05,0.0003104765267087755,-0.0006453896236609232
B4_lm_features,event_driven,20,form,"2.02,9.01",5917,0.22813203880918054,-1.7961595540227362,0.07252014798691642,-1.535016889359984e-05,0.00024344129370808436,-0.043802517164454026
C1_bert_s1,event_driven,5,all,ALL,25109,1.2446646350847166,-9.672320703953107,4.320116074071953e-22,0.0012788360917494034,0.0019039466499299652,0.0015960203402553817
C1_bert_s1,event_driven,5,vol_regime,high,8370,1.6189324881004394,-7.930941225225587,2.4554308704833252e-15,0.0015337078007612382,0.002561723446787792,0.004826646736156676
C1_bert_s1,event_driven,5,vol_regime,low,8370,0.8298761526211678,-3.1796343227350676,0.001479985096580801,0.0004231222277797148,0.0017605341417901116,0.0020367563181638224
C1_bert_s1,event_driven,5,vol_regime,mid,8369,1.3027532052513593,-6.040056821920704,1.6063595892779223e-09,0.0010735295944413333,0.002133645472532001,-0.0021547775964014778
C1_bert_s1,event_driven,5,period,<=2022,6247,0.542084773993623,-1.8934405434219328,0.05834548222067285,-1.9135286406300676e-05,0.0012102448169897465,0.0014007413155858706
C1_bert_s1,event_driven,5,period,2023,6237,1.3202058869943067,-5.538834373170674,3.1692764899216975e-08,0.0010359561859045554,0.0022289291055898417,-0.003991057303398778
C1_bert_s1,event_driven,5,period,2024-2025,12625,1.4943097452095848,-8.361022126184462,6.865915988960178e-17,0.0015519349537030554,0.002492221546428841,0.0041951344026547105
C1_bert_s1,event_driven,5,form,Other,12077,1.190653415829824,-6.804754609347653,1.0600468463328846e-11,0.0011180994577874033,0.0019910534359058926,-9.649536138113078e-05
C1_bert_s1,event_driven,5,form,"8.01,9.01",3405,0.6106104378554594,-1.8656518540565987,0.0621760451320667,-3.631353544600408e-05,0.0016795508813511905,0.005436790869503777
C1_bert_s1,event_driven,5,form,"7.01,9.01",2020,0.7242993533837059,-1.6508542066174858,0.0989238738079909,-0.00017484641992882502,0.0020014848900876273,0.013623383649456802
C1_bert_s1,event_driven,5,form,5.02,1661,0.5285072055236919,-1.1469397963630434,0.25157178768938215,-0.0005701483402065587,0.00204756779044472,-0.005585064281897253
C1_bert_s1,event_driven,5,form,"2.02,9.01",5946,2.2588001044418444,-7.125104506940211,1.1632533630291006e-12,0.0018448729103769806,0.0032203565846868954,0.000823282219245974
C1_bert_s1,event_driven,10,all,ALL,25001,1.2546629846080974,-11.903628240782409,1.387922999445849e-32,0.00091591247519833,0.0012962248756822894,0.013809472784590129
C1_bert_s1,event_driven,10,vol_regime,high,8334,0.6885104068592315,-3.7316859709948513,0.0001914672607057804,0.0003026390807037665,0.001024695604828989,-0.007352761027601941
C1_bert_s1,event_driven,10,vol_regime,low,8335,2.021975318488592,-10.36182582430271,5.244186784480811e-25,0.0013626713058094906,0.002011126440508451,0.03189756593697238
C1_bert_s1,event_driven,10,vol_regime,mid,8332,1.1343944463175695,-6.164367438590308,7.405596292443517e-10,0.0006758466020004375,0.001254645095922731,0.01980371519315935
C1_bert_s1,event_driven,10,period,<=2022,6239,2.451066466721503,-11.080634240472536,2.855471299826997e-28,0.0015716398902378473,0.0022278221281036483,0.042964613192842734
C1_bert_s1,event_driven,10,period,2023,6233,1.021690052997353,-5.21049786303229,1.9438591172076172e-07,0.0005249637733226801,0.0011681355174005656,0.008702988235760925
C1_bert_s1,event_driven,10,period,2024-2025,12529,0.8760416782928697,-5.91552126593995,3.39462026904523e-09,0.0005764659337648509,0.0011418282349994946,0.004339633755097277
C1_bert_s1,event_driven,10,form,Other,12022,1.1112325078589425,-7.721226372686514,1.2432946244757396e-14,0.0007739920712221509,0.001297723126961711,0.015805201169446722
C1_bert_s1,event_driven,10,form,"8.01,9.01",3386,0.531605620424265,-1.8034921982475425,0.07139983109817291,-7.156331103380355e-05,0.0009890769601958625,-0.00877921413575745
C1_bert_s1,event_driven,10,form,"7.01,9.01",2008,1.4268354651674908,-4.287493115442383,1.8926592368510145e-05,0.0007712882794648393,0.002017684854832163,0.015511056516166466
C1_bert_s1,event_driven,10,form,5.02,1654,1.0849665621844204,-2.904493208722609,0.0037273531004271003,0.0003560935370358828,0.0018229317408570988,0.00616294499300868
C1_bert_s1,event_driven,10,form,"2.02,9.01",5931,2.1538125367222825,-8.095324399218196,6.873152768380748e-16,0.0012036399840449155,0.0019115844280395977,0.027563239773554193
C1_bert_s1,event_driven,20,all,ALL,24732,2.466204946033818,-18.230377343994004,9.019770654901048e-74,0.0014158143906481673,0.0017595861914086318,0.00831245945176218
C1_bert_s1,event_driven,20,vol_regime,high,8244,2.13996289264144,-10.406630199989008,3.311857443719815e-25,0.0012747966904410235,0.0018786746621923132,0.018195507926614632
C1_bert_s1,event_driven,20,vol_regime,low,8245,2.8681185788355594,-9.53718594149435,1.892976047613186e-21,0.0012740357764126917,0.0019504996677478703,-0.011386006078610865
C1_bert_s1,event_driven,20,vol_regime,mid,8243,2.4888897544110336,-9.393116861916265,7.403246867524688e-21,0.001241699799174308,0.0018934651394288552,0.014335589324740997
C1_bert_s1,event_driven,20,period,<=2022,6226,2.9819111158814,-9.174607350992499,6.049035327102445e-20,0.0012303574125129744,0.0018919656692363456,-0.022809835975396892
C1_bert_s1,event_driven,20,period,2023,6226,2.7310930301394394,-10.235055797916305,2.153432743387832e-24,0.0013408783041840445,0.001958833623148737,0.029765616139497093
C1_bert_s1,event_driven,20,period,2024-2025,12280,2.16363333247058,-12.134309900847422,1.0831895228359167e-33,0.0013285756071285256,0.001818201124087565,0.010732080368552933
C1_bert_s1,event_driven,20,form,Other,11877,2.3819857230819292,-12.5212123262698,9.608534467390536e-36,0.0013626406891781393,0.0018715927155610237,0.004528642737534398
C1_bert_s1,event_driven,20,form,"8.01,9.01",3332,2.3811876848161737,-6.4871010699207075,1.004538957697477e-10,0.0011189331253641883,0.0020876639151589348,0.022323780491401088
C1_bert_s1,event_driven,20,form,"7.01,9.01",1977,2.989474158268195,-5.5658244595265,2.9649658447191585e-08,0.0013508988369847082,0.0028131608505976213,-0.03436123352443171
C1_bert_s1,event_driven,20,form,5.02,1629,2.2752356122755533,-4.782887979140705,1.8840286254568805e-06,0.0009352086822270785,0.0023206467742894286,-0.0069743060249613095
C1_bert_s1,event_driven,20,form,"2.02,9.01",5917,2.587986363814642,-8.77440253433929,2.216655931066048e-18,0.0010320383934495744,0.001655835879187214,0.03293414301882975
C2_finbert_s1,event_driven,5,all,ALL,25109,2.1354108463976536,-14.362817547095286,1.3551719828267975e-46,0.002350613850689048,0.0030730478806390545,-0.04714360916487178
C2_finbert_s1,event_driven,5,vol_regime,high,8370,2.0341011253806482,-7.460851385505604,9.457390846849026e-14,0.0019212262547111513,0.003252725548326317,0.002974576942896041
C2_finbert_s1,event_driven,5,vol_regime,low,8370,2.5557565792879986,-9.447246304770111,4.4290425368607236e-21,0.0026766832723981587,0.004033259564669859,-0.09743409058249732
C2_finbert_s1,event_driven,5,vol_regime,mid,8369,1.7939159041273833,-7.530790573527948,5.568304246516294e-14,0.0016319697342117615,0.0027800304287323697,-0.044920709543074186
C2_finbert_s1,event_driven,5,period,<=2022,6247,3.1415505306309917,-9.532762996099212,2.1399976915085247e-21,0.0027784003885215455,0.004200743199328267,-0.08932585449131074
C2_finbert_s1,event_driven,5,period,2023,6237,1.9122686993914444,-6.6121486396219655,4.1021986181592944e-11,0.001673168586990139,0.0030788658333759868,-0.054488640940187925
C2_finbert_s1,event_driven,5,period,2024-2025,12625,1.8297608372679903,-9.004106957454331,2.483067682673349e-19,0.0019407467885170337,0.003028485603924564,-0.026796033414352362
C2_finbert_s1,event_driven,5,form,Other,12077,1.9442778225755906,-9.552466841751889,1.5090334616823869e-21,0.0020374131506732613,0.0030345433786051795,-0.046545109269872785
C2_finbert_s1,event_driven,5,form,"8.01,9.01",3405,0.897856664932649,-2.177426598203703,0.029517211155005895,0.00018436818986804478,0.00232222288137585,0.022186672543522575
C2_finbert_s1,event_driven,5,form,"7.01,9.01",2020,0.9695188829496485,-2.048974505101955,0.04059361736522285,0.00011875206456591234,0.0024027195527297606,-0.013433201433291977
C2_finbert_s1,event_driven,5,form,5.02,1661,0.9984775481009506,-2.104586952271085,0.03547727141044613,7.478099712095965e-05,0.002786940797680172,-0.0775765312359432
C2_finbert_s1,event_driven,5,form,"2.02,9.01",5946,4.284919820761765,-11.78206774922465,1.0850060461332052e-31,0.0040148490562830885,0.005587956413582331,-0.09836941078780569
C2_finbert_s1,event_driven,10,all,ALL,25001,2.1036843168868824,-14.18950381576595,1.5989437433022633e-45,0.0015920215005412084,0.0021166895239300002,0.00624303528581756
C2_finbert_s1,event_driven,10,vol_regime,high,8334,2.3386928852475717,-9.151545513522791,6.951792447988122e-20,0.0017589538105053967,0.00274556248571255,-0.00038369953756444363
C2_finbert_s1,event_driven,10,vol_regime,low,8335,2.1574898463875813,-7.39445223110873,1.55758968262351e-13,0.0013271773494924713,0.0022939412229597512,0.00596670796465429
C2_finbert_s1,event_driven,10,vol_regime,mid,8332,1.7849312860044149,-6.992240444457916,2.9141180063656897e-12,0.0010934239719263758,0.0019296666149171782,0.014002438429714742
C2_finbert_s1,event_driven,10,period,<=2022,6239,2.65214929242179,-8.587162325961557,1.1130838681015796e-17,0.0016016978186323212,0.002495575102222309,-0.0013461093552171672
C2_finbert_s1,event_driven,10,period,2023,6233,1.698712826622457,-5.79305018019233,7.2494233863275145e-09,0.0009291448955771666,0.0018642480608688239,0.012365102153259467
C2_finbert_s1,event_driven,10,period,2024-2025,12529,2.0571592506674197,-9.989956788629048,2.063365903938937e-23,0.0016289777964093998,0.0023987834212165667,0.006665901952139892
C2_finbert_s1,event_driven,10,form,Other,12022,1.9890756875380664,-10.082891152551595,8.177585086198936e-24,0.001475119452531061,0.0022097760368484367,0.010181704310447794
C2_finbert_s1,event_driven,10,form,"8.01,9.01",3386,1.4947233505270863,-3.3023102931935777,0.0009688774152155124,0.0005930222615358992,0.0022193240550117195,0.00029399607282096484
C2_finbert_s1,event_driven,10,form,"7.01,9.01",2008,1.9005960823088264,-4.596802849513825,4.557246021393794e-06,0.0010752689200032755,0.002548443732245097,0.013390281707598803
C2_finbert_s1,event_driven,10,form,5.02,1654,1.4491092204112175,-2.8306954167224294,0.004700884275158751,0.0004831465879974129,0.0024436463708909276,-0.00333190130160038
C2_finbert_s1,event_driven,10,form,"2.02,9.01",5931,3.204976783541063,-8.807139289682103,1.6615296617809131e-18,0.0018055832737396784,0.002808651074120866,0.0009442236151811192
C2_finbert_s1,event_driven,20,all,ALL,24732,0.9196526269056979,-2.0312774683880646,0.04223752741806836,5.3039712585401816e-05,0.001153613190656603,-0.02209125127971856
C2_finbert_s1,event_driven,20,vol_regime,high,8244,0.3031719630975904,-0.39170093909358206,0.6952893215723761,-0.0008982397168308472,0.0013538430172475061,-0.019018996573016422
C2_finbert_s1,event_driven,20,vol_regime,low,8245,1.3054050970071587,-1.4611351105821926,0.14401647790280825,-0.00024625216696047087,0.001740099790021889,-0.03614178578198242
C2_finbert_s1,event_driven,20,vol_regime,mid,8243,1.2958660557578312,-1.4560196401969785,0.14542527991019275,-0.0002461669348176767,0.001953212531833679,-0.013148207181363546
C2_finbert_s1,event_driven,20,period,<=2022,6226,6.22118314055456,-6.616165966541109,3.993625279425242e-11,0.0023190959639845946,0.0042786292930223,0.02131292599336124
C2_finbert_s1,event_driven,20,period,2023,6226,-2.268519343435083,2.3794546494133932,0.01736823280845083,-0.0024690846045224367,-0.00025212105246456466,-0.036177127198242294
C2_finbert_s1,event_driven,20,period,2024-2025,12280,0.3102057629889638,-0.5176944886572539,0.604680770477997,-0.0006050207497880632,0.0011085108701548334,-0.032164787218165215
C2_finbert_s1,event_driven,20,form,Other,11877,1.0135961228638029,-1.558269424519579,0.11919603995549453,-0.0001444648997333005,0.001543345686246229,-0.024881521885900936
C2_finbert_s1,event_driven,20,form,"8.01,9.01",3332,-0.6102997637136858,0.35329827029575955,0.7238871988275378,-0.002687839444048728,0.0019303280083999821,-0.022159086808876387
C2_finbert_s1,event_driven,20,form,"7.01,9.01",1977,3.898452835916391,-2.973254091190445,0.0029822550109915853,0.000945993054999058,0.0045433972167571056,-0.07435543285456758
C2_finbert_s1,event_driven,20,form,5.02,1629,1.7697831233319277,-1.2626508280954536,0.20689551862752936,-0.0007079913067812813,0.003257325776463256,0.01972902084016165
C2_finbert_s1,event_driven,20,form,"2.02,9.01",5917,0.13094329251084033,-0.13648153187420176,0.8914452673050379,-0.0009134410967112309,0.0010570216642841238,-0.007300719770286026
C4_longformer,event_driven,5,all,ALL,25109,1.4632703224787245,-11.327876820620459,1.1272751646701178e-29,0.0015369523551715765,0.0021788345754536797,-0.006705419222730432
C4_longformer,event_driven,5,vol_regime,high,8370,2.0226463953339553,-9.453596821197033,4.170981766785469e-21,0.002011742999510771,0.0030704574378802,-0.0022616116150121815
C4_longformer,event_driven,5,vol_regime,low,8370,0.7542633073599291,-3.055768389951668,0.0022519166266868973,0.0003320964695058513,0.0015974929117828361,-0.008958543918624808
C4_longformer,event_driven,5,vol_regime,mid,8369,1.6442765742603591,-7.634024960834929,2.525859962363811e-14,0.001517805924765835,0.0025317370200180376,-0.008841050434015865
C4_longformer,event_driven,5,period,<=2022,6247,0.3276205724030579,-1.0841699389386454,0.27833130428093983,-0.000274373411292484,0.0010125444020632022,-0.01694844576307047
C4_longformer,event_driven,5,period,2023,6237,1.8403341719701731,-7.309220027445306,3.0235187660993893e-13,0.0016987458515151513,0.0028595887750083875,0.0009313780714145631
C4_longformer,event_driven,5,period,2024-2025,12625,1.7517880014307328,-10.226045364150679,1.887857148254699e-24,0.0019358234869113725,0.0028286417452223125,-0.0060138640278255785
C4_longformer,event_driven,5,form,Other,12077,1.5393893023832685,-8.186802358859996,2.9511177380130017e-16,0.0015130325438588034,0.0024479899271947613,-0.004657993438254934
C4_longformer,event_driven,5,form,"8.01,9.01",3405,0.912277897227518,-2.8638194352403006,0.004211276356377989,0.0004162632999607454,0.002045134636615663,0.0018814025714501057
C4_longformer,event_driven,5,form,"7.01,9.01",2020,1.2674706849869406,-2.8270174382167848,0.004744670344518795,0.00048574505514638495,0.0027220713085270793,-0.014417719382432378
C4_longformer,event_driven,5,form,5.02,1661,0.5401990732465061,-1.158804694257235,0.24670247503399162,-0.00045113990375961676,0.002007895548916048,0.003415800691160334
C4_longformer,event_driven,5,form,"2.02,9.01",5946,2.058678893517086,-7.286951102260566,3.582855292078594e-13,0.0017086268419295282,0.002918927614911907,-0.017970293133115378
C4_longformer,event_driven,10,all,ALL,25001,0.8869309660147328,-9.78642930679473,1.413683846749991e-22,0.0006207710250920488,0.0009402459864401431,0.02495205072091411
C4_longformer,event_driven,10,vol_regime,high,8334,1.1255995597894601,-7.591893799748709,3.493364448431632e-14,0.0008032922976073042,0.0013592537632164127,-0.007112144540209832
C4_longformer,event_driven,10,vol_regime,low,8335,0.9794114097426686,-5.586960632879548,2.3835367102298448e-08,0.000536609732392443,0.0011065610686295778,0.03826918008230309
C4_longformer,event_driven,10,vol_regime,mid,8332,0.5257465252177925,-3.0405677121663324,0.0023686622313734834,0.00016721938353360226,0.0007441675017381339,0.04798584036539612
C4_longformer,event_driven,10,period,<=2022,6239,0.6505974437825975,-3.2746497233104757,0.0010637010713564175,0.00018893122024399477,0.0008015374637424785,0.029913117299242762
C4_longformer,event_driven,10,period,2023,6233,0.7316151230049537,-4.266350757877751,2.016377461098404e-05,0.0003375960223871163,0.0008947553477129183,-0.0039023588465776633
C4_longformer,event_driven,10,period,2024-2025,12529,1.0475088544977151,-8.364638411688631,6.664757761218707e-17,0.0007748190360808644,0.0012475818779065521,0.0352648259616849
C4_longformer,event_driven,10,form,Other,12022,0.876515922085742,-6.847121904553838,7.901777281806019e-12,0.0005811950203306694,0.0010433760255105502,0.03236336726600833
C4_longformer,event_driven,10,form,"8.01,9.01",3386,0.45789069917218844,-2.038583498894204,0.04156916594927159,2.912149069419973e-06,0.000840758589008957,-0.0029603298948649836
C4_longformer,event_driven,10,form,"7.01,9.01",2008,1.1415325045594646,-3.3808417294203275,0.0007364885799279007,0.0004830053035468495,0.0017040292615075675,0.034919335071709544
C4_longformer,event_driven,10,form,5.02,1654,0.5181879814914591,-1.5767877737312421,0.11503571038232469,-0.0001195579379365443,0.0011494075683694237,-0.021311642576637466
C4_longformer,event_driven,10,form,"2.02,9.01",5931,1.2634376730526737,-6.0160214070406495,1.894317894640839e-09,0.0006167275381903879,0.0012039226200967472,0.04014317156815524
C4_longformer,event_driven,20,all,ALL,24732,-2.001146107744284,22.313911462408175,3.2426401620387913e-109,-0.0014082636872569793,-0.0011793252829214586,0.011936172567796471
C4_longformer,event_driven,20,vol_regime,high,8244,-1.7208880535441526,11.485828368324457,2.6412874217487983e-30,-0.0014912598977298104,-0.0010478633150254727,0.02206019985179624
C4_longformer,event_driven,20,vol_regime,low,8245,-2.286332145034922,12.374511848578013,7.314884763562389e-35,-0.001491640959169458,-0.0010834053100323205,-0.006728894964254518
C4_longformer,event_driven,20,vol_regime,mid,8243,-2.074220919680354,12.829098728832065,2.5600006046888988e-37,-0.0015125264880740945,-0.0011089300564192056,0.016755984277174403
C4_longformer,event_driven,20,period,<=2022,6226,-2.367205093058493,9.25382800657598,2.9196796264447924e-20,-0.0015072709639243937,-0.0009857551048588265,-0.04939382165410727
C4_longformer,event_driven,20,period,2023,6226,-1.826002653859391,12.11114118252246,2.183957446721497e-33,-0.0012836698935900282,-0.0009251060402155053,0.04618296890610858
C4_longformer,event_driven,20,period,2024-2025,12280,-1.9400288675100492,17.130513661443707,4.99483860000422e-65,-0.001569866878343019,-0.00124476179858606,0.02010137753483296
C4_longformer,event_driven,20,form,Other,11877,-2.0460194329082513,15.213668071851217,8.821892894791009e-52,-0.0015709621900926282,-0.0012116845102830333,0.011649465604541982
