permno,cik,link_start,link_end
57277,0000071304,1972-12-14,1999-08-31
57286,0000205700,1980-12-17,2004-06-30
57293,0000033934,1982-01-29,
57307,0000758024,1982-01-29,1986-02-27
57315,0000315958,1980-07-15,1980-07-30
57315,0000315958,1980-07-31,1993-04-27
57322,0000020834,1972-12-14,1984-06-28
57330,0000039047,1972-12-14,2015-08-31
57331,0000071389,1978-01-31,1980-08-04
57349,0000849696,1973-08-09,1989-05-31
57365,0000026261,1982-01-01,1982-01-28
57365,0000026261,1982-01-29,2002-04-30
57381,0000104938,1972-12-14,1998-07-31
57382,0000225684,1980-10-07,1985-01-31
57403,0000350308,1981-02-20,1985-08-30
57410,0000021178,1982-01-01,1982-01-28
57410,0000021178,1982-01-29,2008-07-18
57429,0000095745,1972-12-14,1976-06-30
57430,0000739279,1984-05-16,1985-10-30
57430,0000739279,1986-04-09,1987-10-21
57437,0000055080,1972-12-14,2008-02-29
57445,0000081188,1972-12-14,1979-09-28
57446,0000847431,1989-01-01,1989-01-30
57446,0000847431,1989-01-31,2010-11-30
57454,0000071690,1980-06-30,1992-06-30
57461,0001076034,1973-11-26,1985-11-29
57462,0000037422,1974-01-01,1974-01-30
57462,0000037422,1974-01-31,1985-04-30
57489,0000907008,1983-12-30,1994-05-31
57496,0000764774,1978-03-01,1981-12-30
57496,0000764774,1981-12-31,1986-04-30
57497,0000709141,1982-12-14,1984-04-30
57509,0000943861,1972-12-14,2016-01-13
57526,0000801771,1984-02-16,1994-04-14
57533,0000752180,1972-12-14,1992-11-30
57534,0000225263,1973-05-01,1978-01-30
57534,0000225263,1978-01-31,2016-04-29
57542,0000071842,1978-03-17,1992-11-30
57568,0000009389,1972-12-14,
57577,0000110074,1976-09-01,1996-07-31
57584,0000046135,1982-01-01,1982-01-28
57584,0000046135,1982-01-29,2005-02-28
57592,0000026999,1972-12-14,1999-10-29
57605,0000100769,1974-01-02,1979-04-17
57606,0000726838,1984-05-24,1985-04-22
57613,0000002741,1972-12-14,1984-09-28
57614,0000311369,1979-06-27,1986-03-19
57622,0000736769,1984-02-01,1985-10-31
57648,0000104867,1972-12-14,1997-12-31
57656,0000109757,1974-01-23,1999-01-29
57665,0000320187,1980-12-02,
57672,0000092849,1972-12-14,1978-10-31
57673,0000708237,1982-05-26,1995-03-31
57680,0000041151,1972-12-14,1974-07-31
57681,0000800937,1982-01-29,2009-07-31
57699,0000017072,1972-12-14,1978-10-16
57701,0000026771,1972-12-14,1988-12-06
57745,0000072205,1972-12-14,
57753,0000709005,1983-06-30,1997-06-20
57761,0000734994,1984-05-15,1989-09-29
57779,0000110019,1974-04-17,1974-08-29
57779,0000110019,1974-08-30,1975-03-02
57780,0000072243,1972-12-14,2005-05-31
57787,0000099343,1972-12-14,1975-05-30
57795,0000201502,1974-05-09,1994-04-26
57808,0000103730,1973-03-06,
57809,0000072331,1979-12-13,
57816,0000076004,1972-12-14,1976-05-28
57817,0000072333,1972-12-14,2025-05-30
57840,0000074314,1974-05-24,1979-01-31
57860,0000072401,1983-05-25,1987-06-30
57867,0000090294,1972-12-14,1980-02-29
57868,0000712029,1983-02-15,1983-05-26
57876,0000712029,1983-05-27,1993-02-05
57883,0000028866,1972-12-14,1987-01-30
57884,0000072418,1977-04-29,2005-01-31
57891,0000099321,1979-01-01,1992-07-17
57892,0000072421,1980-06-30,1986-01-31
57904,0000004977,1973-08-23,
57913,0000072444,1974-01-01,1978-07-30
57913,0000072444,1978-07-31,2012-10-31
57913,0000072444,2012-11-09,2018-02-13
57913,0000072444,2018-02-14,2025-07-07
57921,0000742127,1984-10-01,1985-01-30
57921,0000742127,1985-01-31,1987-12-21
57947,0000086158,1972-12-14,1986-06-20
57948,0000736728,1984-06-01,1988-09-19
57963,0000095479,1972-12-14,1995-07-31
57964,0000072514,1982-01-29,1994-02-28
57971,0000009888,1972-12-14,1987-10-30
57999,0000072575,1974-01-01,1978-01-30
57999,0000072575,1978-01-31,1999-02-26
58018,0000011821,1972-12-14,1988-11-08
58019,0000706021,1983-10-31,1986-06-18
58026,0000073609,1972-12-14,2002-11-14
58035,0000807712,1985-01-01,1987-01-29
58035,0000807712,1987-01-30,1990-03-02
58043,0000072596,1972-12-14,1999-07-30
58050,0000871205,1972-12-14,1990-01-31
58069,0000102695,1972-12-14,1992-09-21
58070,0000357072,1982-02-26,1988-12-27
58077,0000074783,1972-12-14,2002-11-18
58078,0000352162,1982-01-01,1982-01-28
58078,0000352162,1982-01-29,1999-09-24
58085,0000106015,1972-12-14,1995-04-13
58086,0000072635,1972-12-14,1975-08-31
58093,0000097409,1972-12-14,1987-04-30
58094,0000352510,1982-09-02,2006-11-30
58106,0000059451,1972-12-14,1981-09-30
58107,0000703117,1982-09-08,1991-01-31
58114,0000059560,1982-01-01,1982-01-28
58114,0000059560,1982-01-29,2006-06-30
58115,0000072724,1983-12-09,1990-08-31
58157,0000097158,1974-11-08,1976-05-28
58165,0000025988,1972-12-14,1986-07-08
58166,0000863517,1985-01-31,1995-06-30
58173,0000018827,1972-12-14,1999-09-30
58181,0000025941,1972-12-14,1995-06-30
58202,0000010488,1973-01-01,1973-01-30
58202,0000010488,1973-01-31,1999-02-26
58203,0000722073,1983-08-31,1989-02-27
58210,0000084682,1972-12-14,1982-11-30
58211,0000740826,1984-08-02,1985-07-31
58229,0000037767,1974-12-05,1978-04-28
58245,0000039157,1973-05-18,1978-02-28
58246,0000073124,1972-12-14,
58253,0000702020,1974-12-18,1985-09-18
58261,0000043011,1972-12-14,1984-06-29
58262,0000353227,1982-01-29,1986-12-31
58288,0000015345,1981-10-01,1982-01-28
58288,0000015345,1982-01-29,1994-04-22
58289,0000102600,1974-01-01,1978-01-30
58289,0000102600,1978-01-31,1988-01-29
58296,0001026601,1972-12-14,1996-12-23
58309,0000318816,1974-07-31,1984-09-26
58317,0000072247,1973-01-12,1986-03-31
58318,0000097216,1973-11-07,1982-07-08
58318,0000097216,1982-11-01,
58333,0000079482,1972-12-14,1986-11-28
58334,0001733998,1972-12-14,
58341,0000061952,1979-01-01,1979-01-30
58341,0000061952,1979-01-31,1992-01-31
58369,0000073048,1976-07-28,1979-01-30
58369,0000073048,1979-01-31,1998-04-02
58376,0000008919,1975-04-09,1999-04-30
58384,0000019919,1972-12-14,1988-08-31
58384,0000019919,1988-09-01,1988-09-30
58385,0000912611,1972-12-14,1985-11-29
58392,0000024680,1972-12-14,1979-07-31
58393,0000841528,1972-12-14,2000-09-29
58405,0000034768,1972-12-14,1996-10-31
58406,0001993004,1972-12-14,2003-09-12
58413,0000034903,1975-06-09,
58414,0000073092,1972-12-14,1990-01-31
58421,0000039092,1972-12-14,
58448,0000310183,1974-09-20,1978-10-31
58456,0000070313,1972-12-14,1984-12-31
58457,0000313300,1980-01-10,1988-12-30
58464,0000094673,1972-12-14,2005-08-31
58465,0000714460,1984-01-01,1984-01-30
58465,0000714460,1984-01-31,1992-09-30
58472,0000099231,1969-01-02,1995-04-28
58473,0000310450,1979-09-27,2002-04-30
58480,0000009435,1972-12-14,1996-12-31
58481,0000318025,1980-11-10,1999-04-30
58499,0000070024,1972-12-14,1979-06-29
58500,0000351321,1981-05-13,1990-03-30
58501,0000070415,1972-12-14,2021-10-29
58528,0000071725,1972-12-14,1987-08-31
58537,0000357038,1984-06-01,1986-06-30
58537,0000357038,1986-07-01,1986-07-20
58544,0000725265,1972-12-14,1985-03-06
58545,0000357038,1984-06-01,1986-04-29
58552,0000314890,1975-07-16,1980-04-30
58560,0000005768,1972-12-14,2016-09-09
58587,0000037248,1974-05-03,1975-06-11
58587,0000037248,1975-10-09,1992-04-28
58595,0000048919,1972-12-14,1980-08-29
58608,0000051103,1972-12-14,2007-04-30
58616,0000055454,1975-10-24,1997-08-29
58624,0000278243,1973-04-03,1998-07-31
58625,0000202763,1978-06-09,1979-01-30
58625,0000202763,1979-01-31,1980-11-27
58625,0000202763,1980-11-28,2002-12-31
58632,0000065705,1975-10-01,1995-09-29
58640,0000072911,1975-11-10,2009-01-13
58641,0000317488,1981-12-15,1999-07-14
58659,0000311196,1975-12-29,1983-11-30
58660,0000073266,1979-01-31,1984-01-31
58667,0000796838,1972-12-14,1986-02-25
58668,0001044566,1978-05-01,1983-02-25
58675,0000076321,1972-12-14,2018-12-12
58675,0000076321,2019-04-03,2020-02-07
58683,0000092380,1972-12-14,
58684,0000073338,1980-09-25,1986-06-30
58704,0000096294,1975-12-02,2001-05-14
58712,0000096744,1972-12-14,1979-02-28
58713,0000311457,1979-01-19,1984-08-22
58721,0000706242,1985-01-31,1987-12-02
58739,0000108276,1975-12-02,1985-08-30
58740,0000073382,1978-01-25,1979-01-30
58740,0000073382,1979-01-31,1986-10-31
58740,0000073382,1986-11-01,1991-11-18
58748,0000073779,1973-07-01,1981-01-29
58748,0000073779,1981-01-30,1998-02-18
58755,0000009342,1976-01-15,2011-01-27
58756,0000073773,1979-01-31,2010-11-30
58763,0000077228,1972-12-14,1987-03-31
58771,0000082811,1973-10-16,
58772,0000732780,1984-01-06,2001-02-28
58799,0000276331,1978-09-19,2001-01-11
58800,0000096287,1975-12-01,2007-06-27
58819,0000352541,1972-12-14,
58835,0000024719,1972-12-14,1982-02-26
58836,0001587987,1975-01-01,1979-01-30
58836,0001587987,1979-01-31,
58852,0000073584,1972-12-14,1984-05-16
58878,0000905593,1972-12-14,1984-08-31
58879,0000216748,1979-01-31,1987-09-23
58886,0000745113,1972-12-14,2002-12-31
58894,0000054558,1972-12-14,1988-07-18
58895,0000350524,1981-03-20,1986-10-31
58907,0000067574,1978-01-01,1978-01-30
58907,0000067574,1978-01-31,1986-06-30
58915,0000092663,1972-12-14,1979-06-29
58916,0000744040,1984-06-29,1992-02-24
58967,0000073741,1979-01-31,1982-08-31
58974,0000015437,1976-03-29,1978-10-31
58975,0000073756,1975-11-03,
58990,0000029924,1972-12-14,2007-12-31
59002,0000032900,1975-04-18,1984-05-31
59010,0000039911,1976-05-20,
59011,0000352996,1981-06-18,1991-03-06
59029,0000040170,1972-12-14,1987-10-30
59030,0000053495,1979-01-31,1984-06-21
59045,0000056047,1976-09-13,
59053,0000058091,1972-12-14,1999-06-30
59062,0000073860,1972-12-14,1980-12-31
59088,0000064516,1976-03-18,1979-02-28
59089,0001525221,1972-12-14,2019-10-31
59096,0000070337,1972-12-14,1990-04-11
59097,0000073913,1972-12-14,1989-08-31
59109,0000083251,1972-12-14,1988-08-01
59110,0001129981,1972-12-14,2004-03-02
59117,0000882854,1972-12-14,1984-09-28
59118,0000357149,1982-09-09,1993-10-29
59126,0000073952,1987-01-01,1987-01-29
59126,0000073952,1987-01-30,2007-08-24
59141,0000103758,1974-07-31,1989-05-19
59168,0000107748,1972-12-14,1989-05-08
59169,0000276448,1978-09-21,1979-09-28
59176,0000004962,1972-12-14,
59177,0000277952,1979-03-15,1990-01-22
59184,0000310569,1972-12-14,2008-11-17
59185,0000074046,1978-05-08,
59192,0000020171,1974-01-01,1974-01-30
59192,0000020171,1974-01-31,2016-01-14
59193,0000277873,1980-01-31,1984-08-31
59221,0001739940,1972-12-14,1982-03-31
59222,0000074058,1974-01-01,1974-01-30
59222,0000074058,1974-01-31,2006-12-29
59248,0000024545,1975-06-12,
59256,0000025895,1972-12-14,
59265,0000317877,1980-09-03,1983-01-31
59280,0000037922,1972-12-14,1978-06-30
59281,0000063943,1979-01-31,1981-07-31
59300,0000074208,1980-02-11,
59301,0000045379,1972-12-14,2000-07-31
59328,0000050863,1972-12-14,
59337,0000724103,1983-08-16,1991-10-10
59344,0000109821,1976-11-09,
59345,0000746969,1977-08-02,2001-04-30
59352,0000060041,1972-12-14,1997-01-31
59379,0000064782,1972-12-14,2007-06-29
59387,0000065268,1972-12-14,1989-03-31
59395,0000703300,1972-12-14,1990-11-29
59396,0000074260,1980-01-01,1980-01-30
59396,0000074260,1980-01-31,
59408,0000070858,1972-12-14,
59409,0000074273,1978-01-01,1978-01-30
59409,0000074273,1978-01-31,1993-01-28
59416,0000075357,1972-12-14,1985-05-31
59424,0000078706,1975-09-17,2006-01-20
59425,0000074300,1972-12-14,1984-05-31
59432,0000701708,1972-12-14,1998-02-27
59440,0000086104,1972-12-14,2008-09-22
59441,0000074346,1978-09-11,1981-06-30
59459,0000086312,1972-12-14,2004-04-01
59459,0000086312,2004-04-02,
59467,0000106455,1972-12-14,2018-03-29
59475,0000107681,1981-01-30,1981-04-16
59483,0000716006,1972-12-14,2023-08-15
59484,0000314090,1980-10-01,1986-01-31
59504,0001303523,1976-12-21,
59520,0000025953,1972-12-14,1983-01-31
59547,0000040970,1969-01-02,1987-02-28
59547,0000040970,1987-03-23,1999-03-01
59548,0000354394,1981-10-22,1985-03-05
59555,0000715153,1972-12-14,
59556,0000074497,1979-01-31,1984-05-31
59563,0000065281,1972-12-14,1982-02-26
59564,0000320430,1981-04-03,1984-11-01
59571,0000216830,1972-12-14,1979-04-30
59598,0000095917,1972-12-14,1978-05-31
59599,0000312581,1981-08-18,1982-07-30
59600,0000100378,1972-12-14,
59601,0000705406,1982-09-29,1991-09-20
59619,0000310142,1972-12-14,
59627,0000751365,1972-12-14,
59628,0000712770,1983-04-25,
59635,0000215038,1972-12-14,1980-03-31
59636,0000715932,1983-06-29,1986-02-28
59643,0000005172,1979-01-01,1979-01-30
59643,0000005172,1979-01-31,1999-10-29
59686,0000310431,1972-12-14,1996-03-29
59694,0000026312,1972-12-14,1977-10-31
59707,0000205239,1972-12-14,1998-08-21
59715,0000027851,1972-12-14,1981-10-30
59723,0000029431,1976-07-08,1980-11-28
59767,0000074697,1972-12-14,2000-02-29
59774,0000060977,1973-09-07,2021-10-29
59775,0000074702,1972-12-14,1994-10-31
59790,0000096653,1972-12-14,1989-04-27
59790,0000096653,1989-04-28,1989-05-30
59790,0000096653,1989-05-31,1995-11-09
59811,0000100465,1972-12-14,1984-04-30
59812,0000074709,1972-12-14,1973-03-30
59812,0000074709,1973-03-31,1973-04-30
59838,0000104834,1972-12-14,1973-12-31
59838,0000104834,1975-12-31,1988-08-02
59839,0000031688,1983-06-06,1994-12-08
59846,0000008447,1972-12-14,1990-02-28
59854,0000019966,1972-12-14,1986-01-08
59862,0000874885,1976-07-13,1983-05-31
59870,0000109857,1972-12-14,1987-12-31
59871,0000074818,1974-04-01,1979-01-30
59871,0000074818,1979-01-31,2014-10-29
59889,0000053499,1972-12-14,1982-05-28
59890,0000074853,1972-12-14,1978-01-31
59897,0000056955,1972-12-14,1999-03-31
59898,0000074856,1972-12-14,1998-03-31
59919,0000074858,1972-12-14,1983-07-29
59926,0000354604,1972-12-14,1998-09-30
59935,0000741147,1984-06-04,1990-05-16
59942,0000751190,1972-12-14,1997-03-31
59950,0000064924,1975-08-01,1989-12-08
59970,0000711210,1984-01-31,1992-07-20
59977,0000086657,1972-12-14,1986-08-29
59978,0000074934,1972-12-14,1974-09-30
59985,0000089326,1973-03-22,1989-04-14
59994,0001093429,1975-03-06,1988-12-29
60003,0000099703,1972-12-14,1999-03-31
60038,0000002098,1972-12-14,
60046,0000004427,1976-08-12,1997-09-30
60054,0000015599,1972-12-20,1989-08-31
60055,0000075043,1972-12-14,2001-06-29
60062,0000823878,1977-10-13,1987-11-25
60063,0000075049,1979-01-31,2003-02-28
60070,0000038334,1972-12-14,1986-06-30
60071,0000275862,1979-01-31,1986-09-30
60089,0000041108,1977-06-21,1982-06-30
60090,0000736994,1984-07-01,1985-01-30
60090,0000736994,1985-01-31,2002-10-17
60097,0001613103,1972-12-14,
60098,0001466593,1972-12-14,
60126,0000072351,1975-01-01,1976-01-29
60126,0000072351,1976-01-30,1980-06-30
60127,0000352870,1983-01-31,1991-03-05
60134,0000088178,1977-12-09,1983-07-29
60135,0000715792,1983-05-05,1988-04-29
60142,0000096988,1974-03-29,2005-12-15
60143,0000075189,1972-12-14,1990-12-31
60169,0001026869,1973-01-01,1973-01-30
60169,0001026869,1973-01-31,2000-09-29
60177,0000032621,1972-12-14,1974-05-28
60177,0000032621,1975-12-01,1993-09-29
60178,0000350974,1981-07-30,1984-06-27
60186,0000075252,1973-01-31,
60193,0000053422,1972-12-14,1985-03-29
60194,0000356485,1982-06-28,1985-03-28
60206,0000091440,1972-12-14,
60207,0000075279,1979-06-20,1985-09-30
60214,0000865363,1978-01-01,1978-01-30
60214,0000865363,1978-01-31,1984-06-29
60215,0000075292,1972-12-14,1974-05-31
60223,0000075298,1972-12-14,1976-07-30
60230,0000007533,1972-12-14,1998-09-21
60258,0000318994,1980-09-23,1987-01-13
60273,0000027613,1972-12-14,2010-12-20
60281,0000046492,1972-12-14,1982-09-30
60303,0000316830,1983-12-21,1985-11-27
60310,0000075608,1972-12-14,1998-04-30
60311,0000076553,1973-07-01,1979-01-30
60311,0000076553,1979-01-31,1983-06-30
60329,0000225747,1978-06-21,1986-12-17
60337,0000080285,1974-03-05,1990-01-30
60338,0000080619,1973-01-31,1981-06-30
60345,0000090429,1972-12-14,1989-11-13
60346,0000076791,1976-12-16,1998-08-25
60353,0000096116,1972-12-14,2002-10-31
60354,0000745774,1984-06-18,2004-09-22
60388,0000319687,1982-10-29,1992-03-20
60410,0000716524,1984-01-31,1985-09-30
60418,0000310700,1979-06-12,1985-08-30
60425,0000023473,1972-12-14,1987-07-02
60426,0000726348,1984-01-19,1985-09-30
60441,0000042246,1978-08-15,2000-06-30
60442,0000080847,1972-12-14,1983-01-18
60442,0000713676,1983-01-19,
60468,0000716314,1972-12-14,
60476,0000046613,1978-09-27,1998-07-31
60485,0000081289,1972-12-14,1980-07-31
60505,0000051640,1971-12-07,1979-12-31
60506,0000075362,1972-12-14,
60513,0001061672,1974-11-21,1985-12-12
60521,0000055642,1972-12-14,1997-08-29
60522,0000075384,1972-12-14,1984-06-29
60548,0000065201,1972-12-14,
60556,0000728789,1978-08-21,1984-03-30
60557,0000075386,1974-01-01,1978-01-30
60557,0000075386,1978-01-31,1981-12-21
60564,0000078441,1972-12-14,1987-10-30
60564,0000078441,1987-10-31,1987-11-04
60572,0000084848,1976-09-15,1984-11-30
60580,0000737758,1972-12-14,
60581,0000275866,1979-01-31,2003-12-31
60599,0000018926,1972-12-14,
60600,0000075417,1984-03-01,1993-11-30
60601,0000702163,1978-12-27,1994-09-30
60628,0001048911,1978-04-12,
60636,0000039165,1973-11-05,1985-06-28
60644,0000040488,1972-12-14,1980-08-29
60652,0000921941,1972-12-14,1981-04-30
60660,0000074931,1979-01-01,1979-01-30
60660,0000074931,1979-01-31,1999-11-30
60661,0000703796,1982-10-19,1984-02-29
60679,0000077776,1972-12-14,1997-04-30
60680,0000075474,1972-12-14,1978-06-30
60687,0001042046,1979-01-01,1979-01-30
60687,0001042046,1979-01-31,
60695,0000230463,1974-01-01,1974-01-30
60695,0000230463,1974-01-31,2007-11-30
60696,0000075486,1972-12-14,1986-05-29
60708,0000089261,1972-12-14,1975-01-07
60708,0000089261,1978-12-21,1982-12-31
60708,0000089261,1983-01-01,1994-10-21
60709,0000277058,1979-03-19,2019-06-28
60717,0000724179,1984-05-25,1994-09-23
60725,0000075511,1972-12-14,1974-02-28
60733,0000727066,1984-03-29,1995-12-05
60759,0000016983,1972-12-14,1982-02-26
60768,0000795410,1981-01-28,1989-11-24
60792,0000096977,1972-12-14,1995-09-29
60804,0000798288,1979-03-07,1998-09-28
60820,0000079684,1972-12-14,1984-07-31
60821,0000317964,1983-11-09,1994-03-31
60839,0000088608,1972-12-14,1992-04-30
60840,0000075675,1972-12-14,1974-04-30
60847,0001518869,1972-12-14,1982-08-31
60855,0000108301,1972-12-14,1989-01-23
60856,0000353528,1981-08-05,1988-02-09
60863,0000718111,1978-10-01,1978-10-30
60863,0000718111,1978-10-31,1988-04-29
60871,0000006281,1972-12-14,
60872,0000075725,1972-12-14,1981-08-31
60898,0000013573,1973-01-31,2021-08-31
60899,0000311048,1980-09-25,1996-04-15
60900,0000023149,1972-12-29,1988-02-29
60901,0000275870,1979-01-31,1979-07-31
60919,0000026967,1976-06-04,1982-04-30
60920,0000075775,1979-01-31,1986-06-10
60927,0000311049,1979-03-01,1995-10-31
60935,0000310252,1972-12-14,1997-02-28
60943,0000058492,1972-12-14,
60944,0000075783,1972-12-14,1980-11-28
60951,0000064698,1973-01-04,1983-12-07
60952,0000704800,1975-01-01,1979-01-30
60952,0000704800,1979-01-31,1985-03-26
60978,0000314662,1972-12-14,1992-10-06
60986,0000814453,1972-12-14,
61006,0000077264,1972-12-14,1983-01-31
61014,0000078916,1972-12-14,1984-01-30
61014,0000078916,1987-07-01,1987-07-28
61022,0000216991,1977-07-01,1978-01-30
61022,0000216991,1978-01-31,1989-05-18
61049,0001012100,1972-12-14,1998-03-31
61050,0000076036,1974-01-01,1977-11-29
61050,0000076036,1977-11-30,1978-10-24
61057,0000098507,1972-12-14,1980-04-30
61058,0000075929,1974-01-01,1974-01-30
61058,0000075929,1974-01-31,2001-08-31
61065,0001005414,1978-04-10,2005-07-29
61081,0000700674,1973-01-31,2000-02-29
61082,0000076054,1973-12-01,1974-04-08
61082,0000076054,1978-08-01,1979-01-30
61082,0000076054,1979-01-31,1980-04-25
61103,0000030543,1982-03-11,1985-08-22
61110,0000029754,1972-12-14,1984-08-31
61111,0000315272,1980-05-28,1998-05-29
61129,0000055556,1972-12-14,1986-06-30
61137,0000056439,1973-01-31,1994-12-30
61138,0001559149,1984-01-31,
61145,0000202375,1972-12-22,1983-10-10
61145,0000202375,1984-01-03,2016-02-29
61146,0000708821,1982-12-03,
61161,0000310793,1979-07-19,1997-06-20
61162,0000076149,1974-01-01,1977-12-29
61162,0000076149,1977-12-30,1998-03-16
61188,0001692115,1972-12-14,
61189,0000726211,1983-09-29,1985-01-31
61196,0000710202,1979-08-17,1984-09-19
61209,0000099359,1973-01-31,2015-12-31
61217,0001009404,1972-12-14,2001-08-31
61217,0001009404,2001-08-31,2001-08-31
61218,0000750561,1981-01-01,1981-01-29
61218,0000750561,1981-01-30,2009-11-30
61225,0000311975,1979-08-07,1985-12-31
61233,0000029302,1973-12-31,1998-05-29
61234,0000729979,1983-11-10,1988-04-29
61241,0000002488,1972-12-14,
61242,0000726957,1983-10-26,1995-05-31
61268,0000004082,1979-12-14,1986-12-31
61269,0000076282,1972-12-14,
61277,0000316022,1980-05-12,1982-11-30
61284,0000010012,1972-12-14,1998-01-09
61292,0000106790,1972-12-14,1989-11-17
61293,0000076402,1972-12-14,1973-08-10
61305,0000029303,1977-12-21,1985-08-30
61313,0000029644,1972-12-14,
61321,0000029846,1972-12-14,1984-06-29
61322,0000724988,1983-10-05,2005-11-30
61348,0000039838,1975-06-11,1995-03-31
61364,0000054360,1973-03-05,1982-06-30
61372,0000355357,1972-12-14,1993-12-31
61399,0000060667,1972-12-14,
61400,0000313141,1980-02-13,1990-10-30
61401,0000061265,1979-12-21,1999-11-02
61428,0000785852,1979-11-05,1992-07-13
61429,0000719425,1984-07-31,1986-03-31
61436,0000063938,1972-12-14,1988-09-30
61437,0000351694,1981-08-13,1986-08-29
61444,0000355313,1973-01-01,1973-01-30
61444,0000355313,1973-01-31,1998-10-30
61452,0000075732,1979-10-26,1985-12-09
61453,0000076571,1976-01-21,1981-07-10
61479,0001077501,1973-01-01,1973-01-30
61479,0001077501,1973-01-31,1986-11-28
61487,0000002178,1975-02-07,
61488,0000076057,1974-01-01,1980-01-30
61488,0000076057,1980-01-31,1992-12-11
61495,0000012152,1972-12-14,1985-03-29
61496,0000076605,1974-04-01,1978-01-30
61496,0000076605,1978-01-31,
61508,0000012208,1974-10-18,1982-01-28
61516,0000012208,1982-01-29,
61517,0000076663,1980-01-28,1985-06-28
61524,0001179484,1972-12-14,2002-04-12
61525,0000045791,1972-12-14,1992-05-21
61532,0000025885,1980-01-07,1982-01-28
61532,0000025885,1989-01-01,2001-03-30
61540,0000312840,1980-01-01,1980-01-30
61540,0000312840,1980-01-31,2000-11-16
61541,0000076711,1972-12-14,1973-05-31
61559,0000313549,1980-03-31,1982-05-28
61560,0000797507,1984-08-01,1998-07-31
61567,0000717605,1972-12-14,
61575,0000312263,1980-02-29,1984-03-30
61576,0000076725,1973-04-01,1977-12-29
61576,0000076725,1977-12-30,1990-02-28
61583,0000053117,1973-03-26,2000-11-27
61591,0000719146,1982-01-29,1994-08-31
61592,0000076733,1972-12-14,1985-06-28
61604,0000073722,1972-12-14,1991-07-31
61612,0000074989,1974-01-01,1974-01-30
61612,0000074989,1974-01-31,1989-02-28
61620,0000082523,1972-12-14,1995-10-31
61621,0000723531,1983-08-26,
61639,0000314525,1980-03-05,1986-12-31
61640,0000076741,1974-01-01,1979-01-30
61640,0000076741,1979-01-31,1996-11-29
61647,0000086829,1980-01-22,1984-09-28
61663,0000074091,1972-12-14,2001-09-28
61671,0001035002,1980-01-02,1997-07-31
61672,0000727585,1983-11-16,1986-10-31
61698,0000102710,1973-01-01,1973-01-30
61698,0000102710,1973-01-31,2000-09-29
61699,0000724226,1983-09-16,1985-10-31
61700,0000310056,1976-06-25,2018-07-11
61720,0000076878,1980-06-27,1980-06-29
61720,0000076878,1980-06-30,1999-01-13
61727,0000019162,1972-12-14,1989-03-20
61728,0000076902,1974-01-01,1978-01-30
61735,0000315293,1980-06-02,
61736,0000076929,1979-01-31,1988-12-30
61743,0000027996,1972-12-14,
61744,0000076946,1973-01-31,1986-06-30
61751,0000931332,1978-01-01,1978-01-30
61751,0000931332,1978-01-31,1989-01-03
61778,0000057083,1976-02-10,
61786,0000313336,1981-01-01,1981-01-29
61786,0000313336,1981-01-30,1988-06-30
61787,0001422862,1972-12-14,2015-09-30
61795,0000726985,1985-01-31,1992-10-30
61807,0000067887,1980-06-12,
61815,0000072207,1972-12-14,2020-10-30
61823,0000077628,1973-02-27,1995-03-24
61831,0000082427,1980-04-17,1984-01-23
61832,0000351572,1982-01-29,1999-09-14
61858,0000095254,1975-01-30,1983-12-29
61858,0000095254,1983-12-30,1994-07-29
61866,0000313309,1979-12-06,1995-12-29
61882,0000314890,1980-05-02,2000-04-26
61891,0000077100,1972-12-14,1979-05-31
61911,0000318397,1980-06-19,1984-10-11
61938,0001011174,1980-08-14,2014-04-30
61939,0000727074,1984-04-03,1984-10-31
61946,0001130464,1972-12-14,
61947,0001377490,1978-10-01,1978-10-30
61947,0001377490,1978-10-31,1991-01-31
61954,0000753313,1973-11-20,1989-12-29
61955,0000077159,1972-12-14,2016-01-12
61962,0000318010,1980-07-22,1985-12-31
61963,0000077171,1973-01-01,1978-01-30
61963,0000077171,1978-01-31,1983-11-30
61990,0000831231,1982-01-01,1982-01-28
61990,0000831231,1982-01-29,1996-05-31
62009,0000062423,1972-12-14,1985-02-28
62010,0000077231,1977-01-01,1977-01-30
62010,0000077231,1977-01-31,1999-11-30
62018,0000077318,1974-01-01,1979-01-30
62018,0000077318,1979-01-31,1979-09-28
62026,0000714956,1983-03-15,1991-06-14
62033,0000082166,1972-12-14,2021-11-30
62034,0000077360,1972-12-14,2012-09-30
62041,0000312237,1979-09-17,1984-12-31
62042,0000739608,1984-03-02,2015-03-31
62068,0000091847,1982-01-29,1983-12-29
62068,0000091847,1983-12-30,
62069,0001532147,1982-01-01,1986-12-31
62076,0000845615,1980-08-01,1989-05-31
62084,0000316028,1977-01-01,1977-01-30
62084,0000316028,1977-01-31,1986-12-31
62084,0000316028,1987-01-01,1987-01-29
62084,0000316028,1987-01-30,2011-12-29
62085,0000861461,1983-01-01,1983-01-30
62085,0000861461,1983-01-31,1990-11-02
62092,0000097745,1972-12-14,
62105,0000098346,1973-02-16,1988-01-29
62114,0000352538,1981-07-20,1985-11-14
62148,0000277948,1980-11-13,
62149,0000710217,1982-12-16,1982-12-30
62149,0000710217,1982-12-31,1993-07-13
62156,0001061630,1980-12-31,1990-02-28
62156,0001061630,1990-03-30,
62164,0000025506,1976-03-17,1996-06-28
