accession,cik,ticker,form,filing_time_utc,effective_trading_day,split
0000940944-18-000034,940944,DRI,8-K,2018-03-22 11:04:07+00:00,2018-03-22,train
0001193125-18-090833,1050915,PWR,8-K,2018-03-21 21:17:55+00:00,2018-03-22,train
0001193125-18-090662,813672,CDNS,8-K,2018-03-21 20:17:02+00:00,2018-03-22,train
0001410636-18-000088,1410636,AWK,8-K,2018-03-21 20:27:42+00:00,2018-03-22,train
0001193125-18-091350,23217,CAG,8-K,2018-03-22 11:31:03+00:00,2018-03-22,train
0000093751-18-000347,93751,STT,8-K,2018-03-22 14:04:08+00:00,2018-03-22,train
0001193125-18-090695,874761,AES,8-K,2018-03-21 20:27:56+00:00,2018-03-22,train
0001144204-18-016469,1168054,XEC,8-K,2018-03-22 17:30:26+00:00,2018-03-22,train
0000884887-18-000025,884887,RCL,8-K,2018-03-21 21:04:09+00:00,2018-03-22,train
0001193125-18-090746,33185,EFX,8-K,2018-03-21 20:44:03+00:00,2018-03-22,train
0001564590-18-006516,1138118,CBRE,8-K,2018-03-22 12:55:29+00:00,2018-03-22,train
0001104659-18-019344,899689,VNO,8-K,2018-03-21 20:45:33+00:00,2018-03-22,train
0001104659-18-019418,1063761,SPG,8-K,2018-03-22 10:00:46+00:00,2018-03-22,train
0001467373-18-000138,1467373,ACN,8-K,2018-03-22 10:52:40+00:00,2018-03-22,train
0001193125-18-090832,40704,GIS,10-Q,2018-03-21 21:17:17+00:00,2018-03-22,train
0001193125-18-090646,1341439,ORCL,10-Q,2018-03-21 20:12:09+00:00,2018-03-22,train
0000815097-18-000012,815097,CCL,8-K,2018-03-22 13:15:58+00:00,2018-03-22,train
0000920148-18-000042,920148,LH,8-K,2018-03-22 12:51:27+00:00,2018-03-22,train
0000769397-18-000006,769397,ADSK,8-K,2018-03-21 20:56:18+00:00,2018-03-22,train
0000354950-18-000019,354950,HD,10-K,2018-03-22 20:56:00+00:00,2018-03-23,train
0000320187-18-000034,320187,NKE,8-K,2018-03-22 20:19:12+00:00,2018-03-23,train
0000723125-18-000036,723125,MU,10-Q,2018-03-23 18:52:31+00:00,2018-03-23,train
0001193125-18-093791,711404,COO,8-K,2018-03-23 17:00:55+00:00,2018-03-23,train
0000723125-18-000031,723125,MU,8-K,2018-03-22 20:01:31+00:00,2018-03-23,train
0001193125-18-092177,1099219,MET,8-K,2018-03-22 20:40:03+00:00,2018-03-23,train
0001413329-18-000015,1413329,PM,8-K,2018-03-23 13:41:47+00:00,2018-03-23,train
0000885725-18-000017,885725,BSX,8-K,2018-03-22 20:33:17+00:00,2018-03-23,train
0001564590-18-006629,315852,RRC,8-K,2018-03-23 14:53:35+00:00,2018-03-23,train
0001193125-18-092117,352915,UHS,8-K,2018-03-22 20:16:02+00:00,2018-03-23,train
0001065696-18-000014,1065696,LKQ,8-K,2018-03-22 20:07:08+00:00,2018-03-23,train
0000764478-18-000011,764478,BBY,8-K,2018-03-22 20:30:59+00:00,2018-03-23,train
0000723254-18-000004,723254,CTAS,8-K,2018-03-22 20:42:42+00:00,2018-03-23,train
0001564590-18-006570,1090872,A,8-K,2018-03-22 20:22:07+00:00,2018-03-23,train
0001193125-18-093996,63276,MAT,8-K,2018-03-23 19:07:02+00:00,2018-03-23,train
0001104659-18-019603,1013871,NRG,8-K,2018-03-22 21:18:52+00:00,2018-03-23,train
0000769397-18-000011,769397,ADSK,10-K,2018-03-22 21:04:04+00:00,2018-03-23,train
0001144204-18-016426,1513761,NCLH,8-K,2018-03-22 20:30:37+00:00,2018-03-23,train
0001104659-18-019850,1361658,WYN,8-K,2018-03-23 19:40:36+00:00,2018-03-23,train
0001104659-18-019674,1374310,CBOE,8-K,2018-03-23 10:01:02+00:00,2018-03-23,train
0001104659-18-019573,1800,ABT,8-K,2018-03-22 20:14:36+00:00,2018-03-23,train
0001193125-18-093075,1174922,WYNN,8-K,2018-03-23 13:22:56+00:00,2018-03-23,train
0000016732-18-000032,16732,CPB,8-K,2018-03-22 21:07:09+00:00,2018-03-23,train
0000950103-18-003649,277948,CSX,8-K,2018-03-22 20:45:16+00:00,2018-03-23,train
0001193125-18-092146,1090012,DVN,8-K,2018-03-22 20:24:02+00:00,2018-03-23,train
0001467373-18-000142,1467373,ACN,10-Q,2018-03-22 20:32:16+00:00,2018-03-23,train
0001031296-18-000018,1031296,FE,8-K,2018-03-22 20:41:36+00:00,2018-03-23,train
0000732717-18-000011,732717,T,8-K,2018-03-22 21:05:45+00:00,2018-03-23,train
0000004977-18-000062,4977,AFL,8-K,2018-03-23 20:57:28+00:00,2018-03-26,train
0000062709-18-000010,62709,MMC,8-K,2018-03-26 13:49:45+00:00,2018-03-26,train
0001193125-18-094124,47217,HPQ,8-K,2018-03-23 20:11:03+00:00,2018-03-26,train
0001171843-18-002237,866787,AZO,8-K,2018-03-23 20:30:12+00:00,2018-03-26,train
0001104659-18-020027,915912,AVB,8-K,2018-03-26 15:37:08+00:00,2018-03-26,train
0001193125-18-094097,51434,IP,8-K,2018-03-23 20:02:03+00:00,2018-03-26,train
0001193125-18-095080,910606,REG,8-K,2018-03-26 12:16:04+00:00,2018-03-26,train
0001558370-18-002366,29534,DG,10-K,2018-03-23 21:09:36+00:00,2018-03-26,train
0001157523-18-000625,1087423,RHT,8-K,2018-03-26 16:15:21+00:00,2018-03-26,train
0001104659-18-019923,912750,NFX,8-K,2018-03-26 06:00:56+00:00,2018-03-26,train
0000701985-18-000018,701985,LB,10-K,2018-03-23 20:50:42+00:00,2018-03-26,train
0001613103-18-000013,1613103,MDT,8-K,2018-03-23 21:28:11+00:00,2018-03-26,train
0001104659-18-019890,1035443,ARE,8-K,2018-03-23 21:09:37+00:00,2018-03-26,train
0001193125-18-095844,58492,LEG,8-K,2018-03-26 19:51:56+00:00,2018-03-26,train
0001193125-18-095153,1730168,AVGO,8-K,2018-03-26 13:01:02+00:00,2018-03-26,train
0001193125-18-094342,1730168,AVGO,8-K,2018-03-23 21:01:03+00:00,2018-03-26,train
0001564590-18-006671,885639,KSS,10-K,2018-03-23 20:01:37+00:00,2018-03-26,train
0001193125-18-095154,861878,SRCL,8-K,2018-03-26 09:01:03+00:00,2018-03-26,train
0001140361-18-014974,1004980,PCG,8-K,2018-03-26 20:15:12+00:00,2018-03-27,train
0000723531-18-000005,723531,PAYX,8-K,2018-03-26 20:13:42+00:00,2018-03-27,train
0000769397-18-000015,769397,ADSK,8-K,2018-03-26 20:30:23+00:00,2018-03-27,train
0001598014-18-000039,1598014,INFO,8-K,2018-03-27 06:00:19+00:00,2018-03-27,train
0001193125-18-096152,5272,AIG,8-K,2018-03-26 21:27:03+00:00,2018-03-27,train
0000060667-18-000037,60667,LOW,8-K,2018-03-26 20:14:27+00:00,2018-03-27,train
0001193125-18-095936,715957,D,8-K,2018-03-26 20:20:03+00:00,2018-03-27,train
0000950103-18-003733,1701605,BHGE,8-K,2018-03-26 21:05:05+00:00,2018-03-27,train
0001193125-18-096086,1071739,CNC,8-K,2018-03-26 20:59:57+00:00,2018-03-27,train
0001193125-18-097891,1496048,GGP,8-K,2018-03-27 17:25:07+00:00,2018-03-27,train
0001637459-18-000062,1637459,KHC,8-K,2018-03-27 11:01:32+00:00,2018-03-27,train
0001193125-18-096040,313616,DHR,8-K,2018-03-26 20:46:03+00:00,2018-03-27,train
0000829224-18-000011,829224,SBUX,8-K,2018-03-26 20:08:40+00:00,2018-03-27,train
0001193125-18-095962,1051470,CCI,8-K,2018-03-26 20:27:56+00:00,2018-03-27,train
0000101778-18-000065,101778,MRO,8-K,2018-03-27 16:37:12+00:00,2018-03-27,train
0001193125-18-096234,40533,GD,8-K,2018-03-26 23:07:03+00:00,2018-03-27,train
0000950159-18-000131,16732,CPB,8-K,2018-03-26 20:05:18+00:00,2018-03-27,train
0001193125-18-096030,14693,BF,8-K,2018-03-26 20:43:56+00:00,2018-03-27,train
0001324424-18-000013,1324424,EXPE,8-K,2018-03-27 18:42:14+00:00,2018-03-27,train
0000922224-18-000030,922224,PPL,8-K,2018-03-26 20:33:51+00:00,2018-03-27,train
0001193125-18-095873,77360,PNR,8-K,2018-03-26 20:02:06+00:00,2018-03-27,train
0001193125-18-096801,35527,FITB,8-K,2018-03-27 13:00:56+00:00,2018-03-27,train
0000063754-18-000011,63754,MKC,8-K,2018-03-27 11:16:16+00:00,2018-03-27,train
0001437107-18-000047,1437107,DISCA,8-K,2018-03-26 21:04:17+00:00,2018-03-27,train
0001598014-18-000041,1598014,INFO,10-Q,2018-03-27 16:41:28+00:00,2018-03-27,train
0001104659-18-020222,46765,HP,8-K,2018-03-27 10:01:23+00:00,2018-03-27,train
0001108524-18-000014,1108524,CRM,8-K,2018-03-26 20:18:07+00:00,2018-03-27,train
0001193125-18-099765,1358071,CXO,8-K,2018-03-28 17:26:56+00:00,2018-03-28,train
0001193125-18-098550,1358071,CXO,8-K,2018-03-28 08:23:34+00:00,2018-03-28,train
0001193125-18-098631,33185,EFX,8-K,2018-03-28 13:15:03+00:00,2018-03-28,train
0000004962-18-000050,4962,AXP,8-K,2018-03-28 18:54:06+00:00,2018-03-28,train
0001618921-18-000018,1618921,WBA,10-Q,2018-03-28 16:17:17+00:00,2018-03-28,train
0001104659-18-020487,29534,DG,8-K,2018-03-27 21:19:16+00:00,2018-03-28,train
0001065280-18-000161,1065280,NFLX,8-K,2018-03-28 16:26:29+00:00,2018-03-28,train
0001564590-18-006879,1045609,PLD,8-K,2018-03-27 21:12:36+00:00,2018-03-28,train
0001193125-18-098453,1618921,WBA,8-K,2018-03-28 07:09:03+00:00,2018-03-28,train
0001193125-18-098524,68505,MSI,8-K,2018-03-28 12:06:57+00:00,2018-03-28,train
0001193125-18-097847,18926,CTL,8-K,2018-03-27 21:09:56+00:00,2018-03-28,train
0001193125-18-097673,715957,D,8-K,2018-03-27 20:08:05+00:00,2018-03-28,train
0001193125-18-097702,1137774,PRU,8-K,2018-03-27 20:18:02+00:00,2018-03-28,train
0000950103-18-003779,1267238,AIZ,8-K,2018-03-27 20:15:20+00:00,2018-03-28,train
0001053507-18-000012,1053507,AMT,8-K,2018-03-28 10:56:52+00:00,2018-03-28,train
0001104659-18-020479,1361658,WYN,8-K,2018-03-27 21:09:15+00:00,2018-03-28,train
0000320187-18-000037,320187,NKE,8-K,2018-03-27 20:29:22+00:00,2018-03-28,train
0001104659-18-020459,1020569,IRM,8-K,2018-03-27 20:22:16+00:00,2018-03-28,train
0001193125-18-098438,68505,MSI,8-K,2018-03-28 10:59:56+00:00,2018-03-28,train
0001174922-18-000045,1174922,WYNN,8-K,2018-03-27 21:24:53+00:00,2018-03-28,train
0000063754-18-000014,63754,MKC,10-Q,2018-03-27 21:23:18+00:00,2018-03-28,train
0001628280-18-003780,1109357,EXC,8-K,2018-03-29 13:36:56+00:00,2018-03-29,train
0000914208-18-000264,914208,IVZ,8-K,2018-03-28 21:46:07+00:00,2018-03-29,train
0001628280-18-003825,1109357,EXC,8-K,2018-03-29 19:17:07+00:00,2018-03-29,train
0001144204-18-017613,4281,ARNC,8-K,2018-03-28 21:24:06+00:00,2018-03-29,train
0001193125-18-099663,72971,WFC,8-K,2018-03-28 20:58:02+00:00,2018-03-29,train
0001193125-18-099501,1120193,NDAQ,8-K,2018-03-28 20:12:55+00:00,2018-03-29,train
0001086222-18-000065,1086222,AKAM,8-K,2018-03-28 20:56:20+00:00,2018-03-29,train
0001101215-18-000079,1101215,ADS,8-K,2018-03-29 19:45:30+00:00,2018-03-29,train
0001193125-18-100757,732717,T,8-K,2018-03-29 13:20:02+00:00,2018-03-29,train
0001193125-18-099472,315293,AON,8-K,2018-03-28 20:05:55+00:00,2018-03-29,train
0001413329-18-000018,1413329,PM,8-K,2018-03-29 10:45:29+00:00,2018-03-29,train
0000016918-18-000029,16918,STZ,8-K,2018-03-29 13:15:46+00:00,2018-03-29,train
0000930413-18-001140,1024305,COTY,8-K,2018-03-29 10:00:49+00:00,2018-03-29,train
0000796343-18-000065,796343,ADBE,10-Q,2018-03-28 20:03:36+00:00,2018-03-29,train
0000850209-18-000004,850209,FL,10-K,2018-03-29 16:03:21+00:00,2018-03-29,train
0000037785-18-000027,37785,FMC,8-K,2018-03-29 17:51:54+00:00,2018-03-29,train
0000078239-18-000004,78239,PVH,8-K,2018-03-28 20:32:05+00:00,2018-03-29,train
0001299933-18-000288,40987,GPC,8-K,2018-03-29 18:57:13+00:00,2018-03-29,train
0000723531-18-000009,723531,PAYX,10-Q,2018-03-28 20:37:36+00:00,2018-03-29,train
0001111711-18-000014,1111711,NI,8-K,2018-03-29 21:20:07+00:00,2018-04-02,train
0000078239-18-000007,78239,PVH,10-K,2018-03-30 16:55:26+00:00,2018-04-02,train
0001157523-18-000648,740260,VTR,8-K,2018-03-29 20:15:17+00:00,2018-04-02,train
0001193125-18-102389,313927,CHD,8-K,2018-03-29 22:29:33+00:00,2018-04-02,train
0001104659-18-021324,899051,ALL,8-K,2018-03-29 21:22:06+00:00,2018-04-02,train
0001104659-18-021305,1361658,WYN,8-K,2018-03-29 21:05:49+00:00,2018-04-02,train
0000047217-18-000014,47217,HPQ,8-K,2018-03-30 19:20:56+00:00,2018-04-02,train
0000047217-18-000012,47217,HPQ,8-K,2018-03-30 17:42:46+00:00,2018-04-02,train
0000093751-18-000349,93751,STT,8-K,2018-03-29 20:43:49+00:00,2018-04-02,train
0001193125-18-103005,1489393,LYB,8-K,2018-03-30 15:31:03+00:00,2018-04-02,train
0001558370-18-002680,820313,APH,8-K,2018-04-02 15:11:56+00:00,2018-04-02,train
0001104659-18-021606,9389,BLL,8-K,2018-04-02 11:29:49+00:00,2018-04-02,train
0001728949-18-000017,804328,QCOM,8-K,2018-03-29 21:15:02+00:00,2018-04-02,train
0001193125-18-102897,874766,HIG,8-K,2018-03-30 13:24:56+00:00,2018-04-02,train
0001108524-18-000017,1108524,CRM,8-K,2018-04-02 12:02:24+00:00,2018-04-02,train
0000892712-18-000167,885639,KSS,8-K,2018-04-02 15:04:49+00:00,2018-04-02,train
0000746515-18-000013,746515,EXPD,8-K,2018-03-30 19:19:55+00:00,2018-04-02,train
0001104659-18-021262,51143,IBM,8-K,2018-03-29 20:06:35+00:00,2018-04-02,train
0001193125-18-103965,40704,GIS,8-K,2018-04-02 11:45:02+00:00,2018-04-02,train
0001336917-18-000012,1336917,UA,8-K,2018-03-29 20:33:49+00:00,2018-04-02,train
0000898822-18-000020,912242,MAC,8-K,2018-03-30 15:08:43+00:00,2018-04-02,train
0001206774-18-001043,21076,CLX,8-K,2018-03-30 20:15:13+00:00,2018-04-02,train
0000016918-18-000030,16918,STZ,8-K,2018-03-29 20:35:12+00:00,2018-04-02,train
0001144204-18-018679,816284,CELG,8-K,2018-04-02 16:56:56+00:00,2018-04-02,train
0001053507-18-000014,1053507,AMT,8-K,2018-03-29 20:31:17+00:00,2018-04-02,train
0001530721-18-000019,1530721,KORS,8-K,2018-03-30 20:14:18+00:00,2018-04-02,train
0001140361-18-016308,1004980,PCG,8-K,2018-04-02 16:30:27+00:00,2018-04-02,train
0000937834-18-000014,1099219,MET,8-K,2018-03-29 20:31:10+00:00,2018-04-02,train
0000316709-18-000015,316709,SCHW,8-K,2018-03-29 21:21:59+00:00,2018-04-02,train
0001104659-18-021307,726728,O,8-K,2018-03-29 21:06:05+00:00,2018-04-02,train
0001193125-18-103385,1059556,MCO,8-K,2018-03-30 20:31:32+00:00,2018-04-02,train
0000072971-18-000280,72971,WFC,8-K,2018-03-29 21:09:25+00:00,2018-04-02,train
0001071739-18-000048,1071739,CNC,8-K,2018-04-02 13:22:45+00:00,2018-04-02,train
0001031296-18-000021,1031296,FE,8-K,2018-04-02 12:37:04+00:00,2018-04-02,train
0001403161-18-000012,1403161,V,8-K,2018-03-30 20:23:34+00:00,2018-04-02,train
0001140859-18-000012,1140859,ABC,8-K,2018-04-02 11:33:29+00:00,2018-04-02,train
0000104169-18-000028,104169,WMT,10-K,2018-03-30 20:01:22+00:00,2018-04-02,train
0001193125-18-104915,72971,WFC,8-K,2018-04-02 20:50:02+00:00,2018-04-03,train
0001193125-18-104883,1103982,MDLZ,8-K,2018-04-02 20:35:33+00:00,2018-04-03,train
0001510295-18-000027,1510295,MPC,8-K,2018-04-02 21:10:43+00:00,2018-04-03,train
0001654954-18-003524,1593538,NAVI,8-K,2018-04-02 20:45:01+00:00,2018-04-03,train
0000037996-18-000029,37996,F,8-K,2018-04-03 19:09:01+00:00,2018-04-03,train
0001157523-18-000653,1158449,AAP,8-K,2018-04-02 20:15:18+00:00,2018-04-03,train
0001193125-18-105461,29905,DOV,8-K,2018-04-03 10:57:14+00:00,2018-04-03,train
0000023217-18-000004,23217,CAG,10-Q,2018-04-03 13:36:01+00:00,2018-04-03,train
0001206774-18-001054,21076,CLX,8-K,2018-04-02 20:50:59+00:00,2018-04-03,train
0000745732-18-000004,745732,ROST,10-K,2018-04-03 00:28:09+00:00,2018-04-03,train
0000107815-18-000167,783325,WEC,8-K,2018-04-02 20:16:02+00:00,2018-04-03,train
0001564708-18-000007,1564708,NWS,8-K,2018-04-02 22:34:02+00:00,2018-04-03,train
0001141391-18-000033,1141391,MA,8-K,2018-04-02 20:56:30+00:00,2018-04-03,train
0000764478-18-000013,764478,BBY,10-K,2018-04-02 21:22:02+00:00,2018-04-03,train
0001193125-18-104884,715957,D,8-K,2018-04-02 20:36:03+00:00,2018-04-03,train
0001299933-18-000297,1308161,FOX,8-K,2018-04-03 16:12:41+00:00,2018-04-03,train
0000930413-18-001184,850209,FL,8-K,2018-04-03 15:59:56+00:00,2018-04-03,train
0001001082-18-000004,1001082,DISH,8-K,2018-04-03 16:57:19+00:00,2018-04-03,train
0000936340-18-000104,936340,DTE,8-K,2018-04-02 20:26:27+00:00,2018-04-03,train
0001558370-18-002733,1403568,ULTA,10-K,2018-04-03 18:32:45+00:00,2018-04-03,train
0001193125-18-104904,798354,FISV,8-K,2018-04-02 20:43:32+00:00,2018-04-03,train
0001193125-18-105020,1071739,CNC,8-K,2018-04-02 21:19:55+00:00,2018-04-03,train
0000898173-18-000094,898173,ORLY,8-K,2018-04-02 20:32:13+00:00,2018-04-03,train
0001101215-18-000081,1101215,ADS,8-K,2018-04-03 11:30:48+00:00,2018-04-03,train
0001193125-18-106080,72971,WFC,8-K,2018-04-03 19:13:33+00:00,2018-04-03,train
0001104659-18-021832,277135,GWW,8-K,2018-04-02 20:50:53+00:00,2018-04-03,train
0001104659-18-022005,315189,DE,8-K,2018-04-03 13:00:15+00:00,2018-04-03,train
0001681459-18-000049,1681459,FTI,10-K,2018-04-02 20:08:33+00:00,2018-04-03,train
0000063754-18-000016,63754,MKC,8-K,2018-04-03 15:33:55+00:00,2018-04-03,train
0001683168-18-000899,27904,DAL,8-K,2018-04-03 13:00:18+00:00,2018-04-03,train
0000920148-18-000044,920148,LH,8-K,2018-04-02 21:30:16+00:00,2018-04-03,train
0000062996-18-000021,62996,MAS,8-K,2018-04-03 15:34:42+00:00,2018-04-03,train
0000060667-18-000051,60667,LOW,10-K,2018-04-02 20:36:28+00:00,2018-04-03,train
0001144204-18-019215,203527,VAR,8-K,2018-04-04 16:01:40+00:00,2018-04-04,train
0001193125-18-106239,1058090,CMG,8-K,2018-04-03 20:18:02+00:00,2018-04-04,train
0001193125-18-107423,109198,TJX,10-K,2018-04-04 19:19:20+00:00,2018-04-04,train
0000930413-18-001185,749251,IT,8-K,2018-04-03 20:30:20+00:00,2018-04-04,train
0001193125-18-106293,77360,PNR,8-K,2018-04-03 20:35:55+00:00,2018-04-04,train
0000032604-18-000025,32604,EMR,8-K,2018-04-03 21:07:44+00:00,2018-04-04,train
0001193125-18-106405,1101239,EQIX,8-K,2018-04-03 21:26:03+00:00,2018-04-04,train
0000310764-18-000096,310764,SYK,8-K,2018-04-03 20:33:59+00:00,2018-04-04,train
0000940944-18-000038,940944,DRI,10-Q,2018-04-03 21:00:28+00:00,2018-04-04,train
0001633917-18-000088,1633917,PYPL,8-K,2018-04-03 20:14:19+00:00,2018-04-04,train
0001193125-18-106365,40533,GD,8-K,2018-04-03 21:10:03+00:00,2018-04-04,train
0001558370-18-002768,1001082,DISH,8-K,2018-04-04 06:06:36+00:00,2018-04-04,train
0001193125-18-106360,896159,CB,8-K,2018-04-03 21:08:33+00:00,2018-04-04,train
0000107815-18-000169,783325,WEC,8-K,2018-04-04 15:39:45+00:00,2018-04-04,train
0001174922-18-000048,1174922,WYNN,8-K,2018-04-03 21:04:48+00:00,2018-04-04,train
0001170010-18-000025,1170010,KMX,8-K,2018-04-04 11:47:10+00:00,2018-04-04,train
0001193125-18-106311,906709,NKTR,8-K,2018-04-03 20:42:55+00:00,2018-04-04,train
0001628280-18-003979,920760,LEN,8-K,2018-04-04 10:03:12+00:00,2018-04-04,train
0001193125-18-106230,63276,MAT,8-K,2018-04-03 20:15:56+00:00,2018-04-04,train
0000021344-18-000012,21344,KO,8-K,2018-04-03 21:56:25+00:00,2018-04-04,train
0001144215-18-000040,1144215,AYI,10-Q,2018-04-04 12:37:27+00:00,2018-04-04,train
0001144215-18-000042,1144215,AYI,8-K,2018-04-04 13:20:27+00:00,2018-04-04,train
0001193125-18-107407,72971,WFC,8-K,2018-04-04 19:11:56+00:00,2018-04-04,train
0001193125-18-106407,63276,MAT,8-K,2018-04-03 21:27:55+00:00,2018-04-04,train
0001558370-18-002753,56873,KR,10-K,2018-04-03 21:16:37+00:00,2018-04-04,train
0001104659-18-022449,726728,O,8-K,2018-04-04 21:08:10+00:00,2018-04-05,train
0001104659-18-022610,46765,HP,8-K,2018-04-05 15:00:33+00:00,2018-04-05,train
0001579241-18-000009,1579241,ALLE,8-K,2018-04-04 21:08:13+00:00,2018-04-05,train
0001141391-18-000039,1141391,MA,8-K,2018-04-05 19:14:31+00:00,2018-04-05,train
0001654954-18-003650,1593538,NAVI,8-K,2018-04-05 12:08:36+00:00,2018-04-05,train
0001437107-18-000051,1437107,DISCA,8-K,2018-04-04 21:10:11+00:00,2018-04-05,train
0001110783-18-000050,1110783,MON,10-Q,2018-04-05 16:10:39+00:00,2018-04-05,train
0001140859-18-000014,1140859,ABC,8-K,2018-04-04 20:31:22+00:00,2018-04-05,train
0001110783-18-000048,1110783,MON,8-K,2018-04-05 08:13:25+00:00,2018-04-05,train
0000950103-18-004477,1701605,BHGE,8-K,2018-04-05 11:34:55+00:00,2018-04-05,train
0001193125-18-107750,91419,SJM,8-K,2018-04-04 22:49:06+00:00,2018-04-05,train
0001039684-18-000023,1039684,OKE,8-K,2018-04-04 20:06:18+00:00,2018-04-05,train
0000794367-18-000036,794367,M,10-K,2018-04-04 20:32:17+00:00,2018-04-05,train
0000796343-18-000072,796343,ADBE,8-K,2018-04-05 12:47:41+00:00,2018-04-05,train
0001193125-18-107521,87347,SLB,8-K,2018-04-04 20:17:55+00:00,2018-04-05,train
0000320187-18-000041,320187,NKE,10-Q,2018-04-05 20:10:22+00:00,2018-04-06,train
0001193125-18-108826,72971,WFC,8-K,2018-04-05 20:57:02+00:00,2018-04-06,train
0001193125-18-109323,732717,T,8-K,2018-04-06 12:47:32+00:00,2018-04-06,train
0000723254-18-000006,723254,CTAS,10-Q,2018-04-06 19:10:15+00:00,2018-04-06,train
0001281761-18-000031,1281761,RF,8-K,2018-04-06 13:04:28+00:00,2018-04-06,train
0001031296-18-000024,1031296,FE,8-K,2018-04-05 20:56:15+00:00,2018-04-06,train
0001193125-18-108801,860730,HCA,8-K,2018-04-05 20:41:33+00:00,2018-04-06,train
0001193125-18-108701,1002047,NTAP,8-K,2018-04-05 20:02:02+00:00,2018-04-06,train
0001065088-18-000013,1065088,EBAY,8-K,2018-04-05 21:06:19+00:00,2018-04-06,train
0001193125-18-108781,883241,SNPS,8-K,2018-04-05 20:31:32+00:00,2018-04-06,train
0000016732-18-000036,16732,CPB,8-K,2018-04-05 20:50:10+00:00,2018-04-06,train
0000092380-18-000069,92380,LUV,8-K,2018-04-06 13:18:51+00:00,2018-04-06,train
0000019617-18-000080,19617,JPM,8-K,2018-04-05 20:32:32+00:00,2018-04-06,train
0001193125-18-110052,883241,SNPS,8-K,2018-04-06 20:30:33+00:00,2018-04-09,train
0001193125-18-110109,1051470,CCI,8-K,2018-04-06 20:50:55+00:00,2018-04-09,train
0001193125-18-111067,96223,LUK,8-K,2018-04-09 12:40:56+00:00,2018-04-09,train
0001193125-18-109996,29905,DOV,8-K,2018-04-06 20:15:32+00:00,2018-04-09,train
0001104659-18-022863,899689,VNO,8-K,2018-04-06 20:22:07+00:00,2018-04-09,train
0001104659-18-022987,1041061,YUM,8-K,2018-04-09 12:58:35+00:00,2018-04-09,train
0000100885-18-000116,100885,UNP,8-K,2018-04-06 20:12:46+00:00,2018-04-09,train
0001104659-18-022895,1361658,WYN,8-K,2018-04-06 21:22:03+00:00,2018-04-09,train
0001193125-18-110873,6201,AAL,8-K,2018-04-09 10:07:55+00:00,2018-04-09,train
0000914208-18-000267,914208,IVZ,8-K,2018-04-09 11:00:56+00:00,2018-04-09,train
0001157523-18-000686,1015780,ETFC,8-K,2018-04-09 08:30:31+00:00,2018-04-09,train
0000882835-18-000014,882835,ROP,8-K,2018-04-09 15:28:43+00:00,2018-04-09,train
0001193125-18-110910,1585689,HLT,8-K,2018-04-09 10:52:33+00:00,2018-04-09,train
0000794367-18-000038,794367,M,8-K,2018-04-06 20:07:52+00:00,2018-04-09,train
0001564590-18-007785,1136869,ZBH,8-K,2018-04-06 21:00:22+00:00,2018-04-09,train
0001136893-18-000016,1136893,FIS,8-K,2018-04-09 12:46:56+00:00,2018-04-09,train
0001193125-18-110184,1002910,AEE,8-K,2018-04-06 21:14:03+00:00,2018-04-09,train
0001104659-18-022953,1506307,KMI,8-K,2018-04-09 10:04:19+00:00,2018-04-09,train
0001039684-18-000026,1039684,OKE,8-K,2018-04-06 20:36:18+00:00,2018-04-09,train
0001086222-18-000070,1086222,AKAM,8-K,2018-04-06 20:21:38+00:00,2018-04-09,train
0001104659-18-022891,1361658,WYN,8-K,2018-04-06 21:20:18+00:00,2018-04-09,train
0001104659-18-022998,831001,C,8-K,2018-04-09 14:33:33+00:00,2018-04-09,train
0001104659-18-022865,879169,INCY,8-K,2018-04-06 20:27:48+00:00,2018-04-09,train
0001193125-18-110198,1091667,CHTR,8-K,2018-04-06 21:25:33+00:00,2018-04-09,train
0001193125-18-111603,1623613,MYL,8-K,2018-04-09 16:48:56+00:00,2018-04-09,train
0001193125-18-111008,1038357,PXD,8-K,2018-04-09 08:00:46+00:00,2018-04-09,train
0001193125-18-110035,1048286,MAR,8-K,2018-04-06 20:25:55+00:00,2018-04-09,train
0001193125-18-111623,100517,UAL,8-K,2018-04-09 20:57:55+00:00,2018-04-10,train
0001193125-18-111706,1730168,AVGO,8-K,2018-04-09 21:29:32+00:00,2018-04-10,train
0001645590-18-000008,1645590,HPE,8-K,2018-04-09 21:14:50+00:00,2018-04-10,train
0000086521-18-000027,1032208,SRE,8-K,2018-04-10 01:24:21+00:00,2018-04-10,train
0000018230-18-000124,18230,CAT,8-K,2018-04-09 22:56:48+00:00,2018-04-10,train
0001104659-18-023092,935703,DLTR,8-K,2018-04-09 21:22:35+00:00,2018-04-10,train
0000936340-18-000114,936340,DTE,8-K,2018-04-09 20:15:56+00:00,2018-04-10,train
0000764622-18-000022,764622,PNW,8-K,2018-04-09 20:18:18+00:00,2018-04-10,train
0000006201-18-000012,6201,AAL,8-K,2018-04-10 12:00:19+00:00,2018-04-10,train
0001628280-18-004111,920760,LEN,10-Q,2018-04-09 20:21:31+00:00,2018-04-10,train
0001193125-18-112838,884905,PX,8-K,2018-04-10 19:32:55+00:00,2018-04-10,train
0001193125-18-111736,96223,LUK,8-K,2018-04-09 22:16:03+00:00,2018-04-10,train
