ticker,permno,cik,member_from,member_to,source
STI,68144,0000750556,2010-01-04,2019-12-06,crsp_wrds_2010_2025
STJ,68591,0000203077,2010-01-04,2017-01-04,crsp_wrds_2010_2025
STLD,84262,0001022671,2022-12-22,,crsp_wrds_2010_2025
STR,27756,0000751652,2010-01-04,2010-06-30,crsp_wrds_2010_2025
STT,72726,0000093751,2010-01-04,,crsp_wrds_2010_2025
STX,89641,0001137789,2012-07-02,,crsp_wrds_2010_2025
STZ,69796,0000016918,2010-01-04,,crsp_wrds_2010_2025
SUN,14656,0000095304,2010-01-04,2012-10-04,crsp_wrds_2010_2025
SVU,44951,0000095521,2010-01-04,2012-04-30,crsp_wrds_2010_2025
SW,25146,0002005951,2024-07-08,,crsp_wrds_2010_2025
SWK,43350,0000093556,2010-01-04,,crsp_wrds_2010_2025
SWKS,45911,0000004127,2015-03-12,,crsp_wrds_2010_2025
SWN,63765,0000007332,2010-01-04,2017-04-03,crsp_wrds_2010_2025
SWY,76149,0000086144,2010-01-04,2015-01-26,crsp_wrds_2010_2025
SYF,14776,0001601712,2015-11-18,,crsp_wrds_2010_2025
SYK,73139,0000310764,2010-01-04,,crsp_wrds_2010_2025
SYMC,75607,0000849399,2010-01-04,2019-11-04,crsp_wrds_2010_2025
SYY,52038,0000096021,2010-01-04,,crsp_wrds_2010_2025
T,66093,0000732717,2010-01-04,,crsp_wrds_2010_2025
TAP,59248,0000024545,2010-01-04,,crsp_wrds_2010_2025
TDC,92293,0000816761,2010-01-04,2017-06-16,crsp_wrds_2010_2025
TDG,91152,0001260221,2016-06-03,,crsp_wrds_2010_2025
TDY,87445,0001094285,2020-06-22,,crsp_wrds_2010_2025
TE,37161,0000350563,2010-01-04,2016-06-30,crsp_wrds_2010_2025
TECH,75694,0000842023,2021-08-30,,crsp_wrds_2010_2025
TEG,25099,0000916863,2010-01-04,2015-06-29,crsp_wrds_2010_2025
TEL,92157,0001385157,2011-10-17,,crsp_wrds_2010_2025
TER,51369,0000097210,2010-01-04,2013-12-20,crsp_wrds_2010_2025
TER,51369,0000097210,2020-09-21,,crsp_wrds_2010_2025
TFC,71563,0000092230,2019-12-09,,crsp_wrds_2010_2025
TFCF,90442,0001308161,2019-03-19,2019-03-19,crsp_wrds_2010_2025
TFCFA,90441,0001308161,2019-03-19,2019-03-19,crsp_wrds_2010_2025
TFX,44329,0000096943,2019-01-18,2025-03-21,crsp_wrds_2010_2025
TGNA,47941,0000039899,2015-06-29,2017-06-01,crsp_wrds_2010_2025
TGT,49154,0000027419,2010-01-04,,crsp_wrds_2010_2025
THC,52337,0000070318,2010-01-04,2016-04-15,crsp_wrds_2010_2025
TIE,83699,0001011657,2010-01-04,2012-12-21,crsp_wrds_2010_2025
TIF,75100,0000098246,2010-01-04,2021-01-06,crsp_wrds_2010_2025
TJX,40539,0000109198,2010-01-04,,crsp_wrds_2010_2025
TKO,87356,0001973266,2025-03-24,,crsp_wrds_2010_2025
TLAB,75257,0000317771,2010-01-04,2011-12-20,crsp_wrds_2010_2025
TMK,62308,0000320335,2010-01-04,2019-08-08,crsp_wrds_2010_2025
TMO,62092,0000097745,2010-01-04,,crsp_wrds_2010_2025
TMUS,91937,0001283699,2019-07-15,,crsp_wrds_2010_2025
TPL,20391,0001811074,2024-11-26,,crsp_wrds_2010_2025
TPR,88661,0001116132,2017-10-31,,crsp_wrds_2010_2025
TRGP,12476,0001389170,2022-10-12,,crsp_wrds_2010_2025
TRIP,13168,0001526520,2011-12-21,2019-12-20,crsp_wrds_2010_2025
TRMB,76230,0000864749,2021-01-21,,crsp_wrds_2010_2025
TROW,10138,0001113169,2010-01-04,,crsp_wrds_2010_2025
TRV,59459,0000086312,2010-01-04,,crsp_wrds_2010_2025
TSCO,80286,0000916365,2014-01-24,,crsp_wrds_2010_2025
TSLA,93436,0001318605,2020-12-21,,crsp_wrds_2010_2025
TSN,77730,0000100493,2010-01-04,,crsp_wrds_2010_2025
TSO,37284,0000050104,2010-01-04,2017-07-31,crsp_wrds_2010_2025
TSS,76639,0000721683,2010-01-04,2019-09-17,crsp_wrds_2010_2025
TT,12431,0001466258,2020-03-02,,crsp_wrds_2010_2025
TTD,16309,0001671933,2025-07-18,,crsp_wrds_2010_2025
TTWO,84761,0000946581,2018-03-19,,crsp_wrds_2010_2025
TWC,91883,0001377013,2010-01-04,2016-05-17,crsp_wrds_2010_2025
TWTR,14295,0001418091,2018-06-07,2022-10-27,crsp_wrds_2010_2025
TWX,77418,0001105705,2010-01-04,2018-06-14,crsp_wrds_2010_2025
TXN,15579,0000097476,2010-01-04,,crsp_wrds_2010_2025
TXT,23579,0000217346,2010-01-04,,crsp_wrds_2010_2025
TYC,45356,0000833444,2010-08-27,2016-09-02,crsp_wrds_2010_2025
TYL,76185,0000860731,2020-06-22,,crsp_wrds_2010_2025
UA,90979,0001336917,2014-05-01,2022-06-17,crsp_wrds_2010_2025
UAA,90979,0001336917,2016-12-07,2022-06-17,crsp_wrds_2010_2025
UAL,91103,0000100517,2015-09-03,,crsp_wrds_2010_2025
UBER,18576,0001543151,2023-12-18,,crsp_wrds_2010_2025
UDR,59300,0000074208,2016-03-07,,crsp_wrds_2010_2025
UHS,79637,0000352915,2014-09-22,,crsp_wrds_2010_2025
ULTA,92322,0001403568,2016-04-18,,crsp_wrds_2010_2025
UNH,92655,0000731766,2010-01-04,,crsp_wrds_2010_2025
UNM,71175,0000005513,2010-01-04,2021-09-17,crsp_wrds_2010_2025
UNP,48725,0000100885,2010-01-04,,crsp_wrds_2010_2025
UPS,87447,0001090727,2010-01-04,,crsp_wrds_2010_2025
URBN,79881,0000912615,2010-02-08,2017-03-17,crsp_wrds_2010_2025
URI,85663,0001067701,2014-09-22,,crsp_wrds_2010_2025
USB,66157,0000036104,2010-01-04,,crsp_wrds_2010_2025
UTX,17830,0000101829,2010-01-04,2020-04-02,crsp_wrds_2010_2025
V,92611,0001403161,2010-01-04,,crsp_wrds_2010_2025
VAR,27043,0000203527,2010-01-04,2021-04-14,crsp_wrds_2010_2025
VFC,43553,0000103379,2010-01-04,2024-04-02,crsp_wrds_2010_2025
VIA,91063,0001339947,2010-01-04,2011-11-30,crsp_wrds_2010_2025
VIAB,91063,0001339947,2011-12-01,2019-12-04,crsp_wrds_2010_2025
VIAC,76226,0000813828,2019-12-05,2022-02-16,crsp_wrds_2010_2025
VICI,17307,0001705696,2022-06-08,,crsp_wrds_2010_2025
VLO,85269,0001035002,2010-01-04,,crsp_wrds_2010_2025
VLTO,24174,0001967680,2023-10-02,,crsp_wrds_2010_2025
VMC,15202,0001396009,2010-01-04,,crsp_wrds_2010_2025
VNO,28388,0000899689,2010-01-04,2023-01-04,crsp_wrds_2010_2025
VNT,19807,0001786842,2020-10-09,2021-03-19,crsp_wrds_2010_2025
VRSK,93089,0001442145,2015-10-08,,crsp_wrds_2010_2025
VRSN,85753,0001014473,2010-01-04,,crsp_wrds_2010_2025
VRTX,76744,0000875320,2013-09-23,,crsp_wrds_2010_2025
VSM,16279,0001660690,2016-10-03,2016-10-03,crsp_wrds_2010_2025
VST,16736,0001692819,2024-05-08,,crsp_wrds_2010_2025
VTR,75819,0000740260,2010-01-04,,crsp_wrds_2010_2025
VTRS,20057,0001792044,2020-11-17,,crsp_wrds_2010_2025
VZ,65875,0000732712,2010-01-04,,crsp_wrds_2010_2025
WAB,81677,0000943452,2019-02-27,,crsp_wrds_2010_2025
WAG,19502,0000104207,2010-01-04,2014-12-30,crsp_wrds_2010_2025
WAT,82651,0001000697,2010-01-04,,crsp_wrds_2010_2025
WBA,19502,0001618921,2014-12-31,2025-08-27,crsp_wrds_2010_2025
WBD,22976,0001437107,2022-04-11,,crsp_wrds_2010_2025
WCG,90272,0001279363,2018-09-17,2020-01-23,crsp_wrds_2010_2025
WDAY,13628,0001327811,2024-12-23,,crsp_wrds_2010_2025
WDC,66384,0000106040,2010-01-04,,crsp_wrds_2010_2025
WEC,23536,0000783325,2010-01-04,,crsp_wrds_2010_2025
WELL,65947,0000766704,2018-02-28,,crsp_wrds_2010_2025
WFC,38703,0000072971,2010-01-04,,crsp_wrds_2010_2025
WFM,77281,0000865436,2011-05-06,2017-08-25,crsp_wrds_2010_2025
WFMI,77281,0000865436,2010-01-04,2011-05-05,crsp_wrds_2010_2025
WFR,81776,0000945436,2010-01-04,2011-12-16,crsp_wrds_2010_2025
WHR,25419,0000106640,2010-01-04,2024-03-15,crsp_wrds_2010_2025
WIN,91391,0001282266,2010-01-04,2015-04-06,crsp_wrds_2010_2025
WLP,89179,0001156039,2010-01-04,2014-12-02,crsp_wrds_2010_2025
WLTW,89017,0001140536,2016-01-05,2022-01-07,crsp_wrds_2010_2025
WM,11955,0000823768,2010-01-04,,crsp_wrds_2010_2025
WMB,38156,0000107263,2010-01-04,,crsp_wrds_2010_2025
WMT,55976,0000104169,2010-01-04,,crsp_wrds_2010_2025
WPI,78916,0000884629,2010-01-04,2013-01-23,crsp_wrds_2010_2025
WPO,53225,0000104889,2010-01-04,2013-11-27,crsp_wrds_2010_2025
WPX,13141,0001518832,2012-01-03,2014-03-21,crsp_wrds_2010_2025
WRB,17743,0000011544,2019-12-05,,crsp_wrds_2010_2025
WRK,21186,0001636023,2015-07-02,2018-11-04,crsp_wrds_2010_2025
WRK,21186,0001732845,2018-11-05,2024-07-05,crsp_wrds_2010_2025
WSM,83011,0000719955,2025-03-24,,crsp_wrds_2010_2025
WST,62498,0000105770,2020-05-22,,crsp_wrds_2010_2025
WTW,89017,0001140536,2022-01-10,,crsp_wrds_2010_2025
WU,91461,0001365135,2010-01-04,2021-12-17,crsp_wrds_2010_2025
WY,39917,0000106535,2010-01-04,,crsp_wrds_2010_2025
WYN,91392,0001361658,2010-01-04,2018-05-30,crsp_wrds_2010_2025
WYNN,89533,0001174922,2010-01-04,,crsp_wrds_2010_2025
X,76644,0001163302,2010-01-04,2014-07-01,crsp_wrds_2010_2025
XEC,89509,0001168054,2014-06-23,2020-03-02,crsp_wrds_2010_2025
XEL,23931,0000072903,2010-01-04,,crsp_wrds_2010_2025
XL,86314,0000875159,2010-01-04,2018-09-11,crsp_wrds_2010_2025
XLNX,76201,0000743988,2010-01-04,2022-02-11,crsp_wrds_2010_2025
XOM,11850,0000034088,2010-01-04,,crsp_wrds_2010_2025
XRAY,11600,0000818479,2010-01-04,2024-04-02,crsp_wrds_2010_2025
XRX,27983,0000108772,2010-01-04,2019-07-31,crsp_wrds_2010_2025
XRX,27983,0001770450,2019-08-01,2021-03-19,crsp_wrds_2010_2025
XTO,79212,0000868809,2010-01-04,2010-06-25,crsp_wrds_2010_2025
XYL,13035,0001524472,2011-11-01,,crsp_wrds_2010_2025
XYZ,15826,0001512673,2025-07-23,,crsp_wrds_2010_2025
YHOO,83435,0001011006,2010-01-04,2017-06-16,crsp_wrds_2010_2025
YUM,85348,0001041061,2010-01-04,,crsp_wrds_2010_2025
YUMC,16343,0001673358,2016-11-01,2016-11-01,crsp_wrds_2010_2025
ZBH,89070,0001136869,2015-06-29,,crsp_wrds_2010_2025
ZBRA,76795,0000877212,2019-12-23,,crsp_wrds_2010_2025
ZION,84129,0000109380,2010-01-04,2024-03-15,crsp_wrds_2010_2025
ZMH,89070,0001136869,2010-01-04,2015-06-26,crsp_wrds_2010_2025
ZTS,13788,0001555280,2013-06-24,,crsp_wrds_2010_2025
